time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,planner_status,planner_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.125,4.0,0.0,0.25,0.0,295.875,2.875,walk_east_mid.0,no_path,,0.25,0.0,0.25,0.0,Sidewalk
1.0,2.275,4.0,0.0,0.3,0.0,295.725,3.1453,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
1.5,2.425,4.0,0.0,0.3,0.0,295.575,3.3636,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
2.0,2.575,4.0,0.0,0.3,0.0,295.425,3.5523,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
2.5,2.85,4.0,0.0,0.55,0.0,295.15,3.6467,walk_east_dn.0,path_found,296.0,0.55,0.0,0.55,0.0,Sidewalk
3.0,3.25,4.0,0.0,0.8,0.0,294.75,3.6422,walk_east_dn.0,path_found,296.0,0.8,0.0,0.8,0.0,Sidewalk
3.5,3.75,4.0,0.0,1.0,0.0,294.25,3.4775,walk_east_dn.0,path_found,297.0,1.0,0.0,1.0,0.0,Sidewalk
4.0,4.25,4.0,0.0,1.0,0.0,293.75,3.3238,walk_east_dn.0,path_found,297.0,1.0,0.0,1.0,0.0,Sidewalk
4.5,4.75,4.0,0.0,1.0,0.0,293.25,3.179,walk_east_dn.0,path_found,296.0,1.0,0.0,1.0,0.0,Sidewalk
5.0,5.25,4.0,0.0,1.0,0.0,292.75,3.0827,walk_east_dn.0,path_found,296.0,1.0,0.0,1.0,0.0,Sidewalk
5.5,5.75,4.0,0.0,1.0,0.0,292.25,2.9464,walk_east_dn.0,path_found,294.0,1.0,0.0,1.0,0.0,Sidewalk
6.0,6.25,4.0,0.0,1.0,0.0,291.75,2.8406,walk_east_dn.0,path_found,294.0,1.0,0.0,1.0,0.0,Sidewalk
6.5,6.75,4.0,0.0,1.0,0.0,291.25,2.7006,walk_east_dn.0,path_found,293.0,1.0,0.0,1.0,0.0,Sidewalk
7.0,7.25,4.0,0.0,1.0,0.0,290.75,2.5583,walk_east_dn.0,path_found,293.0,1.0,0.0,1.0,0.0,Sidewalk
7.5,7.75,4.0,0.0,1.0,0.0,290.25,2.4615,walk_east_dn.0,path_found,292.0,1.0,0.0,1.0,0.0,Sidewalk
8.0,8.25,4.0,0.0,1.0,0.0,289.75,2.3486,walk_east_dn.0,path_found,292.0,1.0,0.0,1.0,0.0,Sidewalk
8.5,8.75,4.0,0.0,1.0,0.0,289.25,2.2453,walk_east_dn.0,path_found,291.0,1.0,0.0,1.0,0.0,Sidewalk
9.0,9.25,4.0,0.0,1.0,0.0,288.75,2.1448,walk_east_dn.0,path_found,291.0,1.0,0.0,1.0,0.0,Sidewalk
9.5,9.75,4.0,0.0,1.0,0.0,288.25,2.0101,walk_east_dn.0,path_found,290.0,1.0,0.0,1.0,0.0,Sidewalk
10.0,10.25,4.0,0.0,1.0,0.0,287.75,1.8925,walk_east_dn.0,path_found,290.0,1.0,0.0,1.0,0.0,Sidewalk
10.5,10.75,4.0,0.0,1.0,0.0,287.25,1.7395,walk_east_dn.0,path_found,289.0,1.0,0.0,1.0,0.0,Sidewalk
11.0,11.25,4.0,0.0,1.0,0.0,286.75,1.599,walk_east_dn.0,path_found,289.0,1.0,0.0,1.0,0.0,Sidewalk
11.5,11.75,4.0,0.0,1.0,0.0,286.25,1.4821,walk_east_dn.0,path_found,288.0,1.0,0.0,1.0,0.0,Sidewalk
12.0,12.25,4.0,0.0,1.0,0.0,285.75,1.3449,walk_east_dn.0,path_found,288.0,1.0,0.0,1.0,0.0,Sidewalk
12.5,12.75,4.0,0.0,1.0,0.0,285.25,1.2501,walk_east_dn.0,path_found,287.0,1.0,0.0,1.0,0.0,Sidewalk
13.0,13.25,4.0,0.0,1.0,0.0,284.75,1.1332,walk_east_dn.0,path_found,287.0,1.0,0.0,1.0,0.0,Sidewalk
13.5,13.75,4.0,0.0,1.0,0.0,284.25,1.028,walk_east_dn.0,path_found,286.0,1.0,0.0,1.0,0.0,Sidewalk
14.0,14.25,4.0,0.0,1.0,0.0,283.75,0.9291,walk_east_dn.0,path_found,286.0,1.0,0.0,1.0,0.0,Sidewalk
14.5,14.75,4.0,0.0,1.0,0.0,283.25,0.8614,walk_east_dn.0,path_found,285.0,1.0,0.0,1.0,0.0,Sidewalk
15.0,15.25,4.0,0.0,1.0,0.0,282.75,0.7619,walk_east_dn.0,path_found,285.0,1.0,0.0,1.0,0.0,Sidewalk
15.5,15.75,4.0,0.0,1.0,0.0,282.25,0.706,walk_east_dn.0,path_found,284.0,1.0,0.0,1.0,0.0,Sidewalk
16.0,16.25,4.0,0.0,1.0,0.0,281.75,0.6658,walk_east_dn.0,path_found,284.0,1.0,0.0,1.0,0.0,Sidewalk
16.5,16.75,4.0,0.0,1.0,0.0,281.25,0.6567,walk_east_dn.0,path_found,283.0,1.0,0.0,1.0,0.0,Sidewalk
17.0,17.25,4.0,0.0,1.0,0.0,280.75,0.6861,walk_east_dn.0,path_found,283.0,1.0,0.0,1.0,0.0,Sidewalk
17.5,17.75,4.0,0.0,1.0,0.0,280.25,0.7561,walk_east_dn.0,path_found,282.0,1.0,0.0,1.0,0.0,Sidewalk
18.0,18.25,4.0,0.0,1.0,0.0,279.75,0.8147,walk_east_dn.0,path_found,282.0,1.0,0.0,1.0,0.0,Sidewalk
18.5,18.75,4.0,0.0,1.0,0.0,279.25,0.9043,walk_east_dn.0,path_found,281.0,1.0,0.0,1.0,0.0,Sidewalk
19.0,19.25,4.0,0.0,1.0,0.0,278.75,1.0278,walk_east_dn.0,path_found,281.0,1.0,0.0,1.0,0.0,Sidewalk
19.5,19.7419,3.9106,-0.17985,1.0,-0.35971,278.2581,1.1104,walk_east_dn.0,path_found,280.0,1.0,-0.35971,1.0,-0.35971,Sidewalk
20.0,20.2339,3.8211,-0.17985,1.0,0.0,277.7662,1.1665,walk_east_dn.0,path_found,280.0,1.0,0.0,1.0,0.0,Sidewalk
20.5,20.7337,3.8083,-0.0257,1.0,0.3083,277.2664,1.2567,walk_east_dn.0,path_found,279.0,1.0,0.3083,1.0,0.3083,Sidewalk
21.0,21.2335,3.7954,-0.0257,1.0,0.0,276.7665,1.4072,walk_east_dn.0,path_found,279.0,1.0,0.0,1.0,0.0,Sidewalk
21.5,21.7335,3.7872,-0.01641,1.0,0.01858,276.2666,1.5175,walk_east_dn.0,path_found,278.0,1.0,0.01858,1.0,0.01858,Sidewalk
22.0,22.2334,3.779,-0.01641,1.0,0.0,275.7667,1.655,walk_east_dn.0,path_found,278.0,1.0,0.0,1.0,0.0,Sidewalk
22.5,22.7334,3.7738,-0.01048,1.0,0.01187,275.2667,1.755,walk_east_dn.0,path_found,277.0,1.0,0.01187,1.0,0.01187,Sidewalk
23.0,23.2333,3.7685,-0.01048,1.0,0.0,274.7667,1.8547,walk_east_dn.0,path_found,277.0,1.0,0.0,1.0,0.0,Sidewalk
23.5,23.7333,3.7652,-0.00669,1.0,0.00758,274.2668,2.0081,walk_east_dn.0,path_found,276.0,1.0,0.00758,1.0,0.00758,Sidewalk
24.0,24.2333,3.7618,-0.00669,1.0,0.0,273.7668,2.1584,walk_east_dn.0,path_found,276.0,1.0,0.0,1.0,0.0,Sidewalk
24.5,24.7333,3.7597,-0.00427,1.0,0.00484,273.2668,2.3272,walk_east_dn.0,path_found,275.0,1.0,0.00484,1.0,0.00484,Sidewalk
25.0,25.2333,3.7576,-0.00427,1.0,0.0,272.7668,2.4722,walk_east_dn.0,path_found,275.0,1.0,0.0,1.0,0.0,Sidewalk
25.5,25.7333,3.7562,-0.00273,1.0,0.00309,272.2668,2.62,walk_east_dn.0,path_found,274.0,1.0,0.00309,1.0,0.00309,Sidewalk
26.0,26.2333,3.7548,-0.00273,1.0,0.0,271.7668,2.758,walk_east_dn.0,path_found,274.0,1.0,0.0,1.0,0.0,Sidewalk
26.5,26.7333,3.754,-0.00174,1.0,0.00197,271.2668,2.9132,walk_east_dn.0,path_found,273.0,1.0,0.00197,1.0,0.00197,Sidewalk
27.0,27.2333,3.7531,-0.00174,1.0,0.0,270.7668,3.0826,walk_east_dn.0,path_found,273.0,1.0,0.0,1.0,0.0,Sidewalk
27.5,27.7333,3.7525,-0.00111,1.0,0.00126,270.2668,3.1806,walk_east_dn.0,path_found,272.0,1.0,0.00126,1.0,0.00126,Sidewalk
28.0,28.2333,3.752,-0.00111,1.0,0.0,269.7668,3.3076,walk_east_dn.0,path_found,272.0,1.0,0.0,1.0,0.0,Sidewalk
28.5,28.7333,3.7516,-0.00071,1.0,0.0008,269.2668,3.449,walk_east_dn.0,path_found,271.0,1.0,0.0008,1.0,0.0008,Sidewalk
29.0,29.2333,3.7513,-0.00071,1.0,0.0,268.7668,3.6077,walk_east_dn.0,path_found,271.0,1.0,0.0,1.0,0.0,Sidewalk
29.5,29.7333,3.751,-0.00045,1.0,0.00051,268.2668,3.7314,walk_east_dn.0,path_found,270.0,1.0,0.00051,1.0,0.00051,Sidewalk
30.0,30.2333,3.7508,-0.00045,1.0,0.0,267.7668,3.8419,walk_east_dn.0,path_found,270.0,1.0,0.0,1.0,0.0,Sidewalk
30.5,30.7333,3.7507,-0.00029,1.0,0.00033,267.2668,4.0178,walk_east_dn.0,path_found,269.0,1.0,0.00033,1.0,0.00033,Sidewalk
31.0,31.2333,3.7505,-0.00029,1.0,0.0,266.7668,4.1517,walk_east_dn.0,path_found,269.0,1.0,0.0,1.0,0.0,Sidewalk
31.5,31.7333,3.7504,-0.00019,1.0,0.00021,266.2668,4.3017,walk_east_dn.0,path_found,268.0,1.0,0.00021,1.0,0.00021,Sidewalk
32.0,32.2333,3.7503,-0.00019,1.0,0.0,265.7668,4.4639,walk_east_dn.0,path_found,268.0,1.0,0.0,1.0,0.0,Sidewalk
32.5,32.7333,3.7503,-0.00012,1.0,0.00013,265.2668,4.6284,walk_east_dn.0,path_found,267.0,1.0,0.00013,1.0,0.00013,Sidewalk
33.0,33.2333,3.7502,-0.00012,1.0,0.0,264.7668,4.7757,walk_east_dn.0,path_found,267.0,1.0,0.0,1.0,0.0,Sidewalk
33.5,33.7333,3.7502,-8e-05,1.0,9e-05,264.2668,4.883,walk_east_dn.0,path_found,266.0,1.0,9e-05,1.0,9e-05,Sidewalk
34.0,34.2333,3.7501,-8e-05,1.0,0.0,263.7668,5.0551,walk_east_dn.0,path_found,266.0,1.0,0.0,1.0,0.0,Sidewalk
34.5,34.7333,3.7501,-5e-05,1.0,5e-05,263.2668,5.1964,walk_east_dn.0,path_found,265.0,1.0,5e-05,1.0,5e-05,Sidewalk
35.0,35.2333,3.7501,-5e-05,1.0,0.0,262.7668,5.3686,walk_east_dn.0,path_found,265.0,1.0,0.0,1.0,0.0,Sidewalk
35.5,35.7333,3.7501,-3e-05,1.0,3e-05,262.2668,5.5009,walk_east_dn.0,path_found,264.0,1.0,3e-05,1.0,3e-05,Sidewalk
36.0,36.2333,3.7501,-3e-05,1.0,0.0,261.7668,5.6634,walk_east_dn.0,path_found,264.0,1.0,0.0,1.0,0.0,Sidewalk
36.5,36.7333,3.75,-2e-05,1.0,2e-05,261.2668,5.8227,walk_east_dn.0,path_found,263.0,1.0,2e-05,1.0,2e-05,Sidewalk
37.0,37.2333,3.75,-2e-05,1.0,0.0,260.7668,5.9479,walk_east_dn.0,path_found,263.0,1.0,0.0,1.0,0.0,Sidewalk
37.5,37.7333,3.75,-1e-05,1.0,1e-05,260.2668,6.0955,walk_east_dn.0,path_found,262.0,1.0,1e-05,1.0,1e-05,Sidewalk
38.0,38.2333,3.75,-1e-05,1.0,0.0,259.7668,6.2143,walk_east_dn.0,path_found,262.0,1.0,0.0,1.0,0.0,Sidewalk
38.5,38.7333,3.75,-1e-05,1.0,1e-05,259.2668,6.3514,walk_east_dn.0,path_found,261.0,1.0,1e-05,1.0,1e-05,Sidewalk
39.0,39.2333,3.75,-1e-05,1.0,0.0,258.7668,6.4543,walk_east_dn.0,path_found,261.0,1.0,0.0,1.0,0.0,Sidewalk
39.5,39.7333,3.75,-1e-05,1.0,1e-05,258.2668,6.6039,walk_east_dn.0,path_found,260.0,1.0,1e-05,1.0,1e-05,Sidewalk
40.0,40.2333,3.75,-1e-05,1.0,0.0,257.7668,6.7324,walk_east_dn.0,path_found,260.0,1.0,0.0,1.0,0.0,Sidewalk
40.5,40.7333,3.75,-0.0,1.0,0.0,257.2668,6.8877,walk_east_dn.0,path_found,259.0,1.0,0.0,1.0,0.0,Sidewalk
41.0,41.2333,3.75,-0.0,1.0,0.0,256.7668,7.0542,walk_east_dn.0,path_found,259.0,1.0,0.0,1.0,0.0,Sidewalk
41.5,41.7333,3.75,-0.0,1.0,0.0,256.2668,7.1634,walk_east_dn.0,path_found,258.0,1.0,0.0,1.0,0.0,Sidewalk
42.0,42.2333,3.75,-0.0,1.0,0.0,255.7668,7.3089,walk_east_dn.0,path_found,258.0,1.0,0.0,1.0,0.0,Sidewalk
42.5,42.7333,3.75,-0.0,1.0,0.0,255.2668,7.4708,walk_east_dn.0,path_found,257.0,1.0,0.0,1.0,0.0,Sidewalk
43.0,43.2333,3.75,-0.0,1.0,0.0,254.7668,7.6099,walk_east_dn.0,path_found,257.0,1.0,0.0,1.0,0.0,Sidewalk
43.5,43.7333,3.75,-0.0,1.0,0.0,254.2668,7.778,walk_east_dn.0,path_found,256.0,1.0,0.0,1.0,0.0,Sidewalk
44.0,44.2333,3.75,-0.0,1.0,0.0,253.7668,7.903,walk_east_dn.0,path_found,256.0,1.0,0.0,1.0,0.0,Sidewalk
44.5,44.7333,3.75,-0.0,1.0,0.0,253.2668,8.0701,walk_east_dn.0,path_found,255.0,1.0,0.0,1.0,0.0,Sidewalk
45.0,45.2333,3.75,-0.0,1.0,0.0,252.7668,8.2115,walk_east_dn.0,path_found,255.0,1.0,0.0,1.0,0.0,Sidewalk
45.5,45.7333,3.75,-0.0,1.0,0.0,252.2668,8.1791,walk_east_mid.1,path_found,254.0,1.0,0.0,1.0,0.0,Sidewalk
46.0,46.2333,3.75,-0.0,1.0,0.0,251.7668,8.0154,walk_east_mid.1,path_found,254.0,1.0,0.0,1.0,0.0,Sidewalk
46.5,46.7333,3.75,-0.0,1.0,0.0,251.2668,7.9021,walk_east_mid.1,path_found,253.0,1.0,0.0,1.0,0.0,Sidewalk
47.0,47.2333,3.75,-0.0,1.0,0.0,250.7668,7.7887,walk_east_mid.1,path_found,253.0,1.0,0.0,1.0,0.0,Sidewalk
47.5,47.7333,3.75,-0.0,1.0,0.0,250.2668,7.5865,walk_east_mid.1,path_found,252.0,1.0,0.0,1.0,0.0,Sidewalk
48.0,48.2333,3.75,-0.0,1.0,0.0,249.7668,7.4475,walk_east_mid.1,path_found,252.0,1.0,0.0,1.0,0.0,Sidewalk
48.5,48.7333,3.75,-0.0,1.0,0.0,249.2668,7.3043,walk_east_mid.1,path_found,251.0,1.0,0.0,1.0,0.0,Sidewalk
49.0,49.2333,3.75,-0.0,1.0,0.0,248.7668,7.1216,walk_east_mid.1,path_found,251.0,1.0,0.0,1.0,0.0,Sidewalk
49.5,49.7333,3.75,-0.0,1.0,0.0,248.2668,6.9486,walk_east_mid.1,path_found,250.0,1.0,0.0,1.0,0.0,Sidewalk
50.0,50.2333,3.75,-0.0,1.0,0.0,247.7668,6.7581,walk_east_mid.1,path_found,250.0,1.0,0.0,1.0,0.0,Sidewalk
50.5,50.7333,3.75,-0.0,1.0,0.0,247.2668,6.5549,walk_east_mid.1,path_found,249.0,1.0,0.0,1.0,0.0,Sidewalk
51.0,51.2333,3.75,-0.0,1.0,0.0,246.7668,6.345,walk_east_mid.1,path_found,249.0,1.0,0.0,1.0,0.0,Sidewalk
51.5,51.7333,3.75,-0.0,1.0,0.0,246.2668,6.1891,walk_east_mid.1,path_found,248.0,1.0,0.0,1.0,0.0,Sidewalk
52.0,52.2333,3.75,-0.0,1.0,0.0,245.7668,6.0726,walk_east_mid.1,path_found,248.0,1.0,0.0,1.0,0.0,Sidewalk
52.5,52.7333,3.75,-0.0,1.0,0.0,245.2668,5.8674,walk_east_mid.1,path_found,247.0,1.0,0.0,1.0,0.0,Sidewalk
53.0,53.2333,3.75,-0.0,1.0,0.0,244.7668,5.648,walk_east_mid.1,path_found,247.0,1.0,0.0,1.0,0.0,Sidewalk
53.5,53.7333,3.75,-0.0,1.0,0.0,244.2668,5.456,walk_east_mid.1,path_found,246.0,1.0,0.0,1.0,0.0,Sidewalk
54.0,54.2333,3.75,-0.0,1.0,0.0,243.7668,5.2452,walk_east_mid.1,path_found,246.0,1.0,0.0,1.0,0.0,Sidewalk
54.5,54.7333,3.75,-0.0,1.0,0.0,243.2668,5.1019,walk_east_mid.1,path_found,245.0,1.0,0.0,1.0,0.0,Sidewalk
55.0,55.2333,3.75,-0.0,1.0,0.0,242.7668,4.9822,walk_east_mid.1,path_found,245.0,1.0,0.0,1.0,0.0,Sidewalk
55.5,55.7333,3.75,-0.0,1.0,0.0,242.2668,4.8806,walk_east_mid.1,path_found,244.0,1.0,0.0,1.0,0.0,Sidewalk
56.0,56.2333,3.75,-0.0,1.0,0.0,241.7668,4.7099,walk_east_mid.1,path_found,244.0,1.0,0.0,1.0,0.0,Sidewalk
56.5,56.7333,3.75,-0.0,1.0,0.0,241.2668,4.5341,walk_east_mid.1,path_found,243.0,1.0,0.0,1.0,0.0,Sidewalk
57.0,57.2333,3.75,-0.0,1.0,0.0,240.7668,4.4429,walk_east_mid.1,path_found,243.0,1.0,0.0,1.0,0.0,Sidewalk
57.5,57.7333,3.75,-0.0,1.0,0.0,240.2668,4.3182,walk_east_mid.1,path_found,242.0,1.0,0.0,1.0,0.0,Sidewalk
