number,value,datetime_start,datetime_complete,duration,params_grrt_corridor_sample,params_grrt_goal_bias,params_grrt_max_iters,params_grrt_step_m,state
37,0.14866666666666664,2026-08-14 14:44:23.289541,2026-08-14 14:46:53.293069,0 days 00:02:30.003528,0.6439456420735685,0.27161461413798427,51213,6.721344802096478,COMPLETE
38,0.14972222222222223,2026-08-14 14:46:53.293069,2026-08-14 14:49:32.818199,0 days 00:02:39.525130,0.40026696350931257,0.19380595025527797,47597,5.047734466523412,COMPLETE
39,0.0,2026-08-14 14:49:32.818199,2026-08-14 14:50:24.980623,0 days 00:00:52.162424,0.5476831086791148,0.14073757169389553,51694,11.405897997579014,PRUNED
40,0.28224999999999995,2026-08-14 14:50:24.980623,2026-08-14 14:53:51.288444,0 days 00:03:26.307821,0.4347088793225994,0.0912476148126797,29817,9.071273826716325,COMPLETE
41,0.4219375,2026-08-14 14:53:51.288444,2026-08-14 14:54:34.721007,0 days 00:00:43.432563,0.4680770617070658,0.0904276690083235,30411,11.210932667910535,PRUNED
42,0.0,2026-08-14 14:54:34.721007,2026-08-14 14:55:19.471930,0 days 00:00:44.750923,0.449364034607289,0.11610307258106742,24218,9.084666425908782,PRUNED
43,0.43020833333333336,2026-08-14 14:55:19.471930,2026-08-14 14:56:29.701239,0 days 00:01:10.229309,0.4351644721714488,0.07279840805749441,29223,10.471921573815667,PRUNED
44,0.0,2026-08-14 14:56:29.701239,2026-08-14 14:57:11.326889,0 days 00:00:41.625650,0.4210004580903979,0.09242003885950067,35263,8.740733936505736,PRUNED
45,0.0,2026-08-14 14:57:11.326889,2026-08-14 14:58:14.957020,0 days 00:01:03.630131,0.5386165753347353,0.16033227781451298,38300,12.900636240903221,PRUNED
46,0.0,2026-08-14 14:58:14.957020,2026-08-14 14:58:47.692331,0 days 00:00:32.735311,0.491822522691732,0.10728848793779514,18757,4.3198676629922,PRUNED
47,0.0,2026-08-14 14:58:47.692331,2026-08-14 14:59:31.432904,0 days 00:00:43.740573,0.8430368840245794,0.21121451626246446,32228,9.831412299658863,PRUNED
48,0.0,2026-08-14 14:59:31.432904,2026-08-14 15:00:41.106439,0 days 00:01:09.673535,0.47511525841550956,0.12391793160694141,57132,5.985815052460103,PRUNED
49,0.0,2026-08-14 15:00:41.106439,2026-08-14 15:01:09.935126,0 days 00:00:28.828687,0.5133112155089906,0.06787591274054854,40443,12.769405945124337,PRUNED
