number,value,datetime_start,datetime_complete,duration,params_replan_interval,params_social_distance,params_x_res,params_y_res,state
36,0.4615347222222222,2026-08-13 20:38:23.907283,2026-08-13 20:39:18.689064,0 days 00:00:54.781781,1.3255341280855524,0.6504285624007415,0.9046736862228035,0.4114737328737329,COMPLETE
37,0.453,2026-08-13 20:39:18.689064,2026-08-13 20:39:32.734675,0 days 00:00:14.045611,1.7317662910580147,0.5321397243054251,1.0322378400296617,0.4564216103070425,PRUNED
38,0.6045277777777778,2026-08-13 20:39:32.734675,2026-08-13 20:40:39.592393,0 days 00:01:06.857718,0.6876388562690905,1.1796241070782423,0.5934783873470932,0.36435409153360176,COMPLETE
39,0.0,2026-08-13 20:40:39.592393,2026-08-13 20:40:49.398135,0 days 00:00:09.805742,2.013141293524629,1.0845273860908553,1.8848277300736767,0.4997721997412994,PRUNED
40,0.0,2026-08-13 20:40:49.398135,2026-08-13 20:40:59.270434,0 days 00:00:09.872299,1.020346538646065,0.40798377568521066,1.2606910740074488,0.3210359563126842,PRUNED
41,0.46242361111111113,2026-08-13 20:40:59.270434,2026-08-13 20:42:00.528387,0 days 00:01:01.257953,0.5045782798991876,1.3041408729518091,0.6003674934778279,0.5549649677686097,COMPLETE
42,0.6128055555555555,2026-08-13 20:42:00.528387,2026-08-13 20:43:10.599884,0 days 00:01:10.071497,0.6553563333431258,1.342259705241546,0.5297562669513791,0.5645297451855956,COMPLETE
43,0.6129305555555556,2026-08-13 20:43:10.599884,2026-08-13 20:44:25.199476,0 days 00:01:14.599592,0.6790573269543994,1.358715166496562,0.7571415576196902,0.5987414701658751,COMPLETE
44,0.6102222222222222,2026-08-13 20:44:25.199476,2026-08-13 20:45:42.635620,0 days 00:01:17.436144,0.60677600863266,1.4322597857991215,0.7483070344287976,0.5641437481930967,COMPLETE
45,0.46309722222222227,2026-08-13 20:45:42.635620,2026-08-13 20:46:44.256419,0 days 00:01:01.620799,0.742051409958453,1.338245722049272,0.5716253973567444,0.5944988827495735,COMPLETE
46,0.6134861111111111,2026-08-13 20:46:44.256419,2026-08-13 20:47:50.489534,0 days 00:01:06.233115,0.938225205801001,1.2377852576928505,0.6540377403413984,0.5800078574363401,COMPLETE
47,0.6130694444444444,2026-08-13 20:47:50.489534,2026-08-13 20:48:56.745091,0 days 00:01:06.255557,1.2338044755785433,1.2638555976136658,0.6522687761592645,0.5866769862049362,COMPLETE
48,0.6091319444444444,2026-08-13 20:48:56.745091,2026-08-13 20:50:09.400852,0 days 00:01:12.655761,1.2246284200834439,1.2448667610637092,0.6732902613714624,0.5346596745267622,COMPLETE
49,0.45091666666666663,2026-08-13 20:50:09.400852,2026-08-13 20:50:23.808090,0 days 00:00:14.407238,0.9692671112224388,1.412934664039865,0.6352570726152372,0.33242497152608574,PRUNED
