time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,planner_status,planner_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1205,3.9669,-0.26786,0.25,-0.53573,295.8795,2.8799,walk_east_mid.0,mpc_optimized,822674.7991,0.25,-0.53573,0.25,-0.53573,Sidewalk
1.0,2.3698,3.9477,-0.07713,0.5,0.38147,295.6302,3.2181,walk_east_mid.0,mpc_optimized,821923.39,0.5,0.38147,0.5,0.38147,Sidewalk
1.5,2.7432,3.9133,-0.09167,0.75,-0.02909,295.2568,3.4159,walk_east_mid.0,mpc_optimized,820520.7106,0.75,-0.02909,0.75,-0.02909,Sidewalk
2.0,3.2406,3.8618,-0.10332,1.0,-0.0233,294.7595,3.3988,walk_east_mid.0,mpc_optimized,818421.5788,1.0,-0.0233,1.0,-0.0233,Sidewalk
2.5,3.7376,3.8076,-0.10855,1.0,-0.01045,294.2624,3.4015,walk_east_mid.0,mpc_optimized,815630.0941,1.0,-0.01045,1.0,-0.01045,Sidewalk
3.0,4.2355,3.7614,-0.09252,1.0,0.03207,293.7646,3.4726,walk_east_mid.0,mpc_optimized,812844.9223,1.0,0.03207,1.0,0.03207,Sidewalk
3.5,4.7349,3.7843,0.04591,1.0,0.27685,293.2651,3.5155,walk_east_mid.0,mpc_optimized,810060.0209,1.0,0.27685,1.0,0.27685,Sidewalk
4.0,5.2341,3.8127,0.05673,1.0,0.02164,292.7659,3.5596,walk_east_mid.0,mpc_optimized,807270.9033,1.0,0.02164,1.0,0.02164,Sidewalk
4.5,5.7335,3.8382,0.05103,1.0,-0.01139,292.2666,3.5753,walk_east_mid.0,mpc_optimized,804488.1529,1.0,-0.01139,1.0,-0.01139,Sidewalk
5.0,6.233,3.8602,0.0441,1.0,-0.01386,291.767,3.6289,walk_east_mid.0,mpc_optimized,801709.3534,1.0,-0.01386,1.0,-0.01386,Sidewalk
5.5,6.7326,3.8796,0.03872,1.0,-0.01077,291.2674,3.7158,walk_east_mid.0,mpc_optimized,798934.4471,1.0,-0.01077,1.0,-0.01077,Sidewalk
6.0,7.2324,3.8961,0.03307,1.0,-0.01131,290.7677,3.7801,walk_east_mid.0,mpc_optimized,796163.7368,1.0,-0.01131,1.0,-0.01131,Sidewalk
6.5,7.7322,3.9102,0.02808,1.0,-0.00997,290.2679,3.8029,walk_east_mid.0,mpc_optimized,793397.28,1.0,-0.00997,1.0,-0.00997,Sidewalk
