time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9948,-0.03491,0.3,-0.06981,295.8501,2.8502,walk_east_mid.0,325.7287,0.3,-0.06981,0.3,-0.06981,Sidewalk
1.0,2.3896,4.0073,0.05236,0.48,0.17453,295.6104,3.0996,walk_east_mid.0,325.0477,0.48,0.17453,0.48,0.17453,Sidewalk
1.5,2.6767,3.9923,-0.05236,0.575,-0.20944,295.3233,3.2206,walk_east_mid.0,324.4437,0.575,-0.20944,0.575,-0.20944,Sidewalk
2.0,2.949,3.954,-0.13963,0.55,-0.17453,295.051,3.3971,walk_east_mid.0,324.0043,0.55,-0.17453,0.55,-0.17453,Sidewalk
2.5,3.2379,3.9082,-0.15708,0.585,-0.03491,294.7621,3.5394,walk_east_mid.0,323.605,0.585,-0.03491,0.585,-0.03491,Sidewalk
3.0,3.6374,3.8873,-0.05236,0.8,0.20944,294.3627,3.5593,walk_east_mid.0,323.0341,0.8,0.20944,0.8,0.20944,Sidewalk
3.5,3.9935,3.8562,-0.08727,0.715,-0.06981,294.0065,3.665,walk_east_mid.0,322.5807,0.715,-0.06981,0.715,-0.06981,Sidewalk
4.0,4.3985,3.8562,-0.0,0.81,0.17453,293.6015,3.7585,walk_east_mid.0,321.9808,0.81,0.17453,0.81,0.17453,Sidewalk
4.5,4.8204,3.834,-0.05236,0.845,-0.10472,293.1796,3.8321,walk_east_mid.0,321.3139,0.845,-0.10472,0.845,-0.10472,Sidewalk
5.0,5.2289,3.7983,-0.08727,0.82,-0.06981,292.7712,3.919,walk_east_mid.0,320.8299,0.82,-0.06981,0.82,-0.06981,Sidewalk
5.5,5.6564,3.7983,-0.0,0.855,0.17453,292.3437,3.9318,walk_east_mid.0,320.3942,0.855,0.17453,0.855,0.17453,Sidewalk
6.0,6.0708,3.7766,-0.05236,0.83,-0.10472,291.9293,3.9711,walk_east_mid.0,319.724,0.83,-0.10472,0.83,-0.10472,Sidewalk
6.5,6.5016,3.7389,-0.08727,0.865,-0.06981,291.4985,4.0415,walk_east_mid.0,319.2012,0.865,-0.06981,0.865,-0.06981,Sidewalk
7.0,6.9193,3.695,-0.10472,0.84,-0.03491,291.0808,4.0749,walk_east_mid.0,318.8216,0.84,-0.03491,0.84,-0.03491,Sidewalk
7.5,7.3568,3.695,-0.0,0.875,0.20944,290.6433,4.0701,walk_east_mid.0,318.2665,0.875,0.20944,0.875,0.20944,Sidewalk
8.0,7.7816,3.6802,-0.03491,0.85,-0.06981,290.2186,4.0601,walk_east_mid.0,317.8826,0.85,-0.06981,0.85,-0.06981,Sidewalk
8.5,8.2534,3.7049,0.05236,0.945,0.17453,289.7467,4.0526,walk_east_mid.0,317.2414,0.945,0.17453,0.945,0.17453,Sidewalk
9.0,8.7134,3.7049,-0.0,0.92,-0.10472,289.2867,4.0172,walk_east_mid.0,316.8127,0.92,-0.10472,0.92,-0.10472,Sidewalk
9.5,9.1307,3.6903,-0.03491,0.835,-0.06981,288.8695,4.0263,walk_east_mid.0,316.4514,0.835,-0.06981,0.835,-0.06981,Sidewalk
10.0,9.595,3.7147,0.05236,0.93,0.17453,288.4051,4.0146,walk_east_mid.0,315.82,0.93,0.17453,0.93,0.17453,Sidewalk
10.5,10.0475,3.7147,-0.0,0.905,-0.10472,287.9526,4.0431,walk_east_mid.0,315.323,0.905,-0.10472,0.905,-0.10472,Sidewalk
11.0,10.4573,3.7003,-0.03491,0.82,-0.06981,287.5429,4.0851,walk_east_mid.0,314.9192,0.82,-0.06981,0.82,-0.06981,Sidewalk
11.5,10.9142,3.7243,0.05236,0.915,0.17453,287.086,4.105,walk_east_mid.0,314.2675,0.915,0.17453,0.915,0.17453,Sidewalk
12.0,11.3892,3.7243,-0.0,0.95,-0.10472,286.611,4.1029,walk_east_mid.0,313.7674,0.95,-0.10472,0.95,-0.10472,Sidewalk
