time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9948,-0.03491,0.3,-0.06981,295.8501,2.8502,walk_east_mid.0,590.7342,0.3,-0.06981,0.3,-0.06981,Sidewalk
1.0,2.4499,3.9948,0.0,0.6,0.06981,295.5501,3.131,walk_east_mid.0,588.4041,0.6,0.06981,0.6,0.06981,Sidewalk
1.5,2.8988,3.9634,-0.06981,0.9,-0.13963,295.1012,3.2397,walk_east_mid.0,586.4076,0.9,-0.13963,0.9,-0.13963,Sidewalk
2.0,3.3662,3.9142,-0.10472,0.94,-0.06981,294.6338,3.2712,walk_east_mid.0,585.0472,0.94,-0.06981,0.94,-0.06981,Sidewalk
2.5,3.8614,3.8447,-0.13963,1.0,-0.06981,294.1387,3.2947,walk_east_mid.0,583.73,1.0,-0.06981,1.0,-0.06981,Sidewalk
3.0,4.3311,3.8283,-0.03491,0.94,0.20944,293.669,3.4158,walk_east_mid.0,583.25,0.94,0.20944,0.94,0.20944,Sidewalk
3.5,4.8208,3.8454,0.03491,0.98,0.13963,293.1793,3.4029,walk_east_mid.0,582.1171,0.98,0.13963,0.98,0.13963,Sidewalk
4.0,5.2908,3.8454,-0.0,0.94,-0.06981,292.7093,3.4992,walk_east_mid.0,581.1648,0.94,-0.06981,0.94,-0.06981,Sidewalk
4.5,5.7905,3.8279,-0.03491,1.0,-0.06981,292.2096,3.4852,walk_east_mid.0,579.8984,1.0,-0.06981,1.0,-0.06981,Sidewalk
5.0,6.2893,3.793,-0.06981,1.0,-0.06981,291.7108,3.4643,walk_east_mid.0,578.675,1.0,-0.06981,1.0,-0.06981,Sidewalk
5.5,6.7865,3.7408,-0.10472,1.0,-0.06981,291.2136,3.514,walk_east_mid.0,577.4829,1.0,-0.06981,1.0,-0.06981,Sidewalk
6.0,7.2865,3.7408,-0.0,1.0,0.20944,290.7136,3.595,walk_east_mid.0,576.7625,1.0,0.20944,1.0,0.20944,Sidewalk
6.5,7.7853,3.7756,0.06981,1.0,0.13963,290.2148,3.653,walk_east_mid.0,575.7,1.0,0.13963,1.0,0.13963,Sidewalk
