map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,global_plan_error
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,354,10,2,0.49,0.483,0.55,1.0,3.22,3.96,802.63,809.81,all,astar,1,True,goal,99.0,98.99,1.0,0.452,6,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,7,1,1,0.71,1.394,1.394,0.0,0.91,1.12,7.62,9.65,all,astar,10,False,collision,8.5,8.0,0.941,0.388,1,{'path_found': 16},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,693,21,3,0.89,0.464,0.55,1.5,4.51,5.44,358.79,368.74,all,astar,2,True,goal,100.5,98.75,0.983,0.649,3,"{'no_path': 5, 'path_found': 196}",0.9751,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,447,9,3,1.36,1.097,1.124,0.0,11.85,7.71,338.73,358.29,all,astar,3,True,goal,99.0,98.65,0.996,1.039,0,"{'no_path': 1, 'path_found': 197}",0.9949,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,750,15,8,0.21,0.358,0.55,1.0,5.02,5.53,364.38,374.93,all,astar,4,True,goal,99.0,99.0,1.0,0.954,0,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,386,15,3,8.63,1.032,1.339,42.5,56.29,21.92,305.05,383.25,all,astar,5,True,goal,99.5,99.15,0.996,0.767,3,"{'no_path': 1, 'path_found': 198}",0.995,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,352,12,2,0.0,0.007,0.014,0.0,0.06,0.08,359.67,359.81,all,astar,6,True,goal,99.0,99.0,1.0,0.735,2,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,95,3,2,0.15,0.208,0.389,0.0,0.17,0.06,134.55,134.78,all,astar,7,False,collision,42.0,41.5,0.988,0.389,2,{'path_found': 83},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,1072,16,6,1.52,1.195,1.237,8.5,16.47,12.62,326.83,355.92,all,astar,8,True,goal,99.5,98.8,0.993,0.614,7,"{'no_path': 2, 'path_found': 197}",0.9899,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/astar__g-astar.json,789,17,6,0.0,1.258,1.46,0.0,0.32,0.47,242.93,243.71,all,astar,9,False,collision,71.5,71.0,0.993,0.417,6,{'path_found': 142},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,360,10,2,0.37,0.565,0.714,1.0,3.44,4.16,323.31,330.91,all,cadrl,1,True,goal,100.5,100.49,1.0,0.581,4,{'cadrl': 201},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,879,20,4,0.43,1.258,1.55,1.0,4.22,5.72,762.74,772.68,all,cadrl,10,True,goal,100.5,100.5,1.0,0.469,6,{'cadrl': 201},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,688,21,3,0.63,0.464,0.55,1.0,3.13,4.35,579.67,587.15,all,cadrl,2,True,goal,101.0,100.74,0.997,0.534,7,{'cadrl': 202},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,481,9,4,8.42,1.048,1.098,60.0,58.6,20.27,271.91,350.78,all,cadrl,3,True,goal,103.5,99.88,0.965,0.648,4,{'cadrl': 207},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,779,15,8,0.07,0.352,0.52,0.0,3.84,4.05,669.51,677.4,all,cadrl,4,True,goal,100.0,100.0,1.0,0.506,1,{'cadrl': 200},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,387,18,3,6.88,1.175,1.339,23.5,48.23,29.97,450.63,528.83,all,cadrl,5,True,goal,105.5,101.25,0.96,0.596,23,{'cadrl': 211},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,355,12,2,0.0,0.006,0.011,0.0,0.05,0.06,391.41,391.52,all,cadrl,6,True,goal,99.5,99.5,1.0,0.547,1,{'cadrl': 199},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,399,8,2,0.29,0.363,0.389,0.0,7.4,23.69,437.4,468.49,all,cadrl,7,True,goal,99.5,99.36,0.999,0.832,1,{'cadrl': 199},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,1334,21,9,2.69,1.169,1.55,31.0,57.19,43.11,475.75,576.05,all,cadrl,8,True,goal,111.5,103.75,0.931,0.435,16,{'cadrl': 223},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl__g-astar.json,1318,28,7,0.0,1.339,1.55,0.0,0.68,0.79,631.31,632.78,all,cadrl,9,True,goal,102.0,100.56,0.986,0.424,8,{'cadrl': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,756,14,7,0.04,0.716,1.309,0.5,1.23,0.84,725.64,727.71,all,cadrl_upstream,1,True,goal,128.5,103.87,0.808,0.53,10,{'cadrl_upstream': 257},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,2108,57,14,0.28,1.635,7.758,0.0,6.76,4.53,1485.44,1496.73,all,cadrl_upstream,10,True,goal,188.0,105.41,0.561,0.523,7,{'cadrl_upstream': 376},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,873,35,6,0.3,0.526,1.149,1.0,4.03,3.35,1215.99,1223.37,all,cadrl_upstream,2,True,goal,148.5,105.89,0.713,0.534,7,{'cadrl_upstream': 297},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,675,18,8,2.01,0.576,1.17,23.5,36.05,13.86,837.17,887.09,all,cadrl_upstream,3,True,goal,138.5,106.47,0.769,0.447,4,"{'cadrl_upstream': 240, 'goal_direct': 37}",0.8664,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,920,19,11,0.11,0.401,0.953,2.5,10.13,12.28,777.62,800.03,all,cadrl_upstream,4,True,goal,111.5,102.19,0.916,0.729,1,"{'cadrl_upstream': 217, 'goal_direct': 6}",0.9731,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,640,27,7,3.1,0.822,1.339,24.0,41.44,16.33,738.68,796.45,all,cadrl_upstream,5,True,goal,135.5,105.86,0.781,0.611,44,"{'cadrl_upstream': 204, 'goal_direct': 67}",0.7528,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,396,16,3,0.0,0.057,0.171,0.0,0.41,0.28,435.95,436.63,all,cadrl_upstream,6,True,goal,128.0,105.89,0.827,0.838,2,"{'cadrl_upstream': 86, 'goal_direct': 170}",0.3359,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,459,17,4,0.0,0.084,0.338,0.0,0.0,0.0,763.87,763.87,all,cadrl_upstream,7,True,goal,131.0,107.58,0.821,0.482,7,"{'cadrl_upstream': 122, 'goal_direct': 140}",0.4656,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,2128,61,19,0.38,0.97,1.55,4.5,23.27,25.79,1465.87,1514.93,all,cadrl_upstream,8,True,goal,191.0,115.97,0.607,0.464,14,{'cadrl_upstream': 382},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,1139,23,8,0.13,1.254,1.55,0.5,4.47,5.6,612.51,622.58,all,cadrl_upstream,9,False,collision,88.0,71.39,0.811,0.416,9,"{'cadrl_upstream': 174, 'goal_direct': 1}",0.9943,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,363,10,2,0.1,0.33,0.416,0.0,0.56,0.6,692.97,694.12,all,crowdnav_attngraph,1,True,goal,101.0,100.07,0.991,1.255,0,{'crowdnav_attngraph': 202},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,80333,2485,390,1.78,1.242,6.584,0.0,491.88,302.93,29132.6,29927.41,all,crowdnav_attngraph,10,False,max_time,3000.0,306.5,0.102,0.764,161,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,82108,2211,291,0.72,1.165,8.055,4.0,224.17,125.48,28999.2,29348.84,all,crowdnav_attngraph,2,False,max_time,3000.0,521.26,0.174,0.768,15,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,474,15,6,0.95,0.581,1.221,2.5,17.8,16.76,561.5,596.06,all,crowdnav_attngraph,3,True,goal,109.5,103.21,0.943,1.056,0,{'crowdnav_attngraph': 219},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,755,15,8,0.03,0.263,0.379,0.0,1.84,1.83,443.88,447.55,all,crowdnav_attngraph,4,True,goal,100.0,99.73,0.997,0.661,1,{'crowdnav_attngraph': 200},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,39037,654,137,11.64,1.075,8.114,8.5,743.21,742.35,14271.48,15757.04,all,crowdnav_attngraph,5,True,goal,1514.0,329.73,0.218,0.656,703,{'crowdnav_attngraph': 3028},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,342,12,2,0.0,0.003,0.006,0.0,0.05,0.12,413.43,413.6,all,crowdnav_attngraph,6,True,goal,101.0,100.85,0.999,1.181,0,{'crowdnav_attngraph': 202},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,562,13,3,0.63,0.282,0.457,0.0,13.72,21.3,570.0,605.02,all,crowdnav_attngraph,7,True,goal,114.0,101.83,0.893,0.818,1,{'crowdnav_attngraph': 228},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,72569,2982,399,0.12,0.387,6.12,0.0,189.91,122.37,29222.64,29534.93,all,crowdnav_attngraph,8,False,max_time,3000.0,144.41,0.048,0.807,75,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,3659,102,27,4.1,0.885,1.55,5.5,100.32,51.77,2208.93,2361.02,all,crowdnav_attngraph,9,False,collision,259.5,129.82,0.5,0.397,9,{'crowdnav_attngraph': 518},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,356,10,2,0.45,0.472,0.529,1.5,3.6,3.75,289.51,296.86,all,crowdnav_dsrnn,1,True,goal,99.5,99.44,0.999,0.926,0,{'crowdnav_dsrnn': 199},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,882,20,4,0.55,1.208,1.35,3.0,12.19,12.5,358.91,383.6,all,crowdnav_dsrnn,10,True,goal,100.5,99.72,0.992,0.763,2,{'crowdnav_dsrnn': 201},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,575,21,4,0.32,0.345,0.55,0.0,2.27,1.63,366.53,370.43,all,crowdnav_dsrnn,2,True,goal,102.5,100.57,0.981,0.501,5,{'crowdnav_dsrnn': 205},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,449,9,3,0.82,1.078,1.125,0.0,6.79,4.95,305.64,317.38,all,crowdnav_dsrnn,3,True,goal,98.5,98.49,1.0,1.35,0,{'crowdnav_dsrnn': 197},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,43,3,3,0.27,0.346,0.511,0.5,3.56,3.38,42.82,49.76,all,crowdnav_dsrnn,4,False,collision,13.0,12.33,0.948,0.058,1,{'crowdnav_dsrnn': 25},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,375,15,3,1.25,0.981,1.339,6.5,12.33,8.3,295.78,316.41,all,crowdnav_dsrnn,5,True,goal,99.0,98.66,0.997,0.906,0,{'crowdnav_dsrnn': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9.46,9.46,all,crowdnav_dsrnn,6,False,collision,11.5,11.0,0.957,0.395,2,{'crowdnav_dsrnn': 22},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,389,8,2,0.25,0.361,0.389,0.0,9.09,23.11,236.4,268.61,all,crowdnav_dsrnn,7,True,goal,98.5,98.5,1.0,1.124,0,{'crowdnav_dsrnn': 197},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,1054,21,6,0.65,1.767,4.648,3.5,13.92,13.08,419.21,446.21,all,crowdnav_dsrnn,8,True,goal,101.5,99.91,0.984,0.544,2,{'crowdnav_dsrnn': 203},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,1604,33,7,0.63,1.263,1.55,2.5,5.69,2.45,464.63,472.77,all,crowdnav_dsrnn,9,True,goal,114.0,104.14,0.914,0.509,14,{'crowdnav_dsrnn': 228},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,356,10,2,0.49,0.483,0.55,1.0,2.68,3.21,348.17,354.06,all,dijkstra,1,True,goal,99.5,99.15,0.996,0.638,4,"{'no_path': 1, 'path_found': 198}",0.995,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,911,20,4,0.47,1.258,1.55,1.0,4.1,5.43,316.13,325.67,all,dijkstra,10,True,goal,102.5,98.65,0.962,0.663,5,"{'no_path': 11, 'path_found': 194}",0.9463,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,691,20,3,0.91,0.464,0.55,2.0,4.84,6.21,283.99,295.04,all,dijkstra,2,True,goal,100.0,98.6,0.986,0.659,3,"{'no_path': 4, 'path_found': 196}",0.98,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,446,9,3,2.23,1.099,1.129,0.0,14.18,9.03,281.33,304.54,all,dijkstra,3,True,goal,99.0,98.65,0.996,0.854,0,"{'no_path': 1, 'path_found': 197}",0.9949,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,753,15,8,0.34,0.367,0.566,2.5,6.69,7.83,309.83,324.34,all,dijkstra,4,True,goal,99.0,99.0,1.0,0.911,0,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,377,15,3,3.94,0.967,1.339,10.0,18.66,14.23,207.63,240.52,all,dijkstra,5,True,goal,99.0,99.0,1.0,0.486,5,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,351,12,2,0.0,0.008,0.017,0.0,0.07,0.11,312.88,313.06,all,dijkstra,6,True,goal,99.0,99.0,1.0,0.787,2,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,399,8,2,0.29,0.363,0.389,0.0,6.57,18.73,209.46,234.76,all,dijkstra,7,True,goal,99.5,98.8,0.993,0.661,2,"{'no_path': 2, 'path_found': 197}",0.9899,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,1067,16,6,1.64,1.196,1.237,9.0,16.81,11.75,260.23,288.79,all,dijkstra,8,True,goal,99.0,99.0,1.0,0.451,11,{'path_found': 198},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dijkstra__g-astar.json,1198,24,7,0.65,1.299,1.546,3.5,9.47,11.4,246.25,267.12,all,dijkstra,9,False,collision,93.0,69.75,0.75,0.251,10,"{'no_path': 65, 'path_found': 120}",0.6486,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,372,11,2,0.47,0.483,0.55,0.5,1.95,2.17,251.98,256.11,all,dwa,1,True,goal,102.5,98.59,0.962,0.54,3,{'dwa': 205},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,903,20,4,0.35,1.258,1.55,1.5,3.1,4.98,240.61,248.68,all,dwa,10,True,goal,102.0,98.24,0.963,0.718,3,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,687,20,3,0.69,0.464,0.55,1.0,4.21,5.6,249.08,258.89,all,dwa,2,True,goal,102.0,98.07,0.961,0.678,2,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,450,9,3,11.43,1.198,1.39,57.0,57.61,26.5,227.64,311.75,all,dwa,3,True,goal,102.0,98.03,0.961,0.949,0,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,936,18,9,0.08,0.302,0.576,0.0,4.8,5.41,232.38,242.59,all,dwa,4,True,goal,103.5,98.36,0.95,0.596,2,{'dwa': 207},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
map1_straight,default,astar,t01,0.0,,sfm,0.25,1.0,0.42,configs/dwa__g-astar.json,345,15,3,2.15,0.983,1.55,6.5,11.71,10.09,211.88,233.68,all,dwa,5,True,goal,102.0,98.09,0.962,0.706,3,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,
