success,algorithm,seed,cell_map,task,task_path_length_m,task_n_turns,task_min_sidewalk_width_m,task_n_signalised_junctions,demand_total_ph,map_task
1,dijkstra+sarl_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
1,dijkstra+sarl_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,dijkstra+sarl_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,dijkstra+teb,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,dijkstra+teb,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,dijkstra+teb,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,dijkstra+teb,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,dijkstra+teb,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,dijkstra+teb,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,dijkstra+teb,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,dijkstra+teb,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,dijkstra+teb,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,dijkstra+teb,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,dijkstra+teb_upstream,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,dijkstra+teb_upstream,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,dijkstra+teb_upstream,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,dijkstra+teb_upstream,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,dijkstra+teb_upstream,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,dijkstra+teb_upstream,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,dijkstra+teb_upstream,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,dijkstra+teb_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,dijkstra+teb_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,dijkstra+teb_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+astar,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+astar,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+astar,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+astar,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+astar,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+astar,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+astar,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+astar,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+astar,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+astar,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+cadrl,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+cadrl,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+cadrl,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+cadrl,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+cadrl,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+cadrl,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+cadrl,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+cadrl,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
1,rrt+cadrl,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+cadrl,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+cadrl_upstream,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+cadrl_upstream,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
1,rrt+cadrl_upstream,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+cadrl_upstream,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+cadrl_upstream,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+cadrl_upstream,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
1,rrt+cadrl_upstream,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+cadrl_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+cadrl_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+cadrl_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+crowdnav_attngraph,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+crowdnav_attngraph,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+crowdnav_attngraph,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
1,rrt+crowdnav_attngraph,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+crowdnav_attngraph,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
1,rrt+crowdnav_attngraph,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
1,rrt+crowdnav_attngraph,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
1,rrt+crowdnav_attngraph,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+crowdnav_attngraph,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+crowdnav_attngraph,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+crowdnav_dsrnn,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+crowdnav_dsrnn,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+crowdnav_dsrnn,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+crowdnav_dsrnn,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+crowdnav_dsrnn,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+crowdnav_dsrnn,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+crowdnav_dsrnn,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+crowdnav_dsrnn,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+crowdnav_dsrnn,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,rrt+crowdnav_dsrnn,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+dijkstra,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+dijkstra,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+dijkstra,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+dijkstra,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+dijkstra,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+dijkstra,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
1,rrt+dijkstra,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+dijkstra,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+dijkstra,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+dijkstra,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+dwa,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+dwa,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+dwa,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+dwa,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+dwa,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+dwa,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
1,rrt+dwa,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
1,rrt+dwa,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+dwa,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,rrt+dwa,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+lstm_rl,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+lstm_rl,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
1,rrt+lstm_rl,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+lstm_rl,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+lstm_rl,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+lstm_rl,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+lstm_rl,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
1,rrt+lstm_rl,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+lstm_rl,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,rrt+lstm_rl,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+lstm_rl_upstream,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+lstm_rl_upstream,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+lstm_rl_upstream,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+lstm_rl_upstream,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+lstm_rl_upstream,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+lstm_rl_upstream,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+lstm_rl_upstream,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+lstm_rl_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+lstm_rl_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+lstm_rl_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+mpc,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+mpc,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+mpc,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+mpc,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+mpc,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+mpc,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+mpc,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+mpc,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+mpc,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+mpc,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+mpc_dompc,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+mpc_dompc,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+mpc_dompc,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+mpc_dompc,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+mpc_dompc,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+mpc_dompc,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+mpc_dompc,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+mpc_dompc,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+mpc_dompc,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+mpc_dompc,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+orca,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+orca,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+orca,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+orca,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+orca,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+orca,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+orca,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+orca,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+orca,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+orca,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+orca_heuristic,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+orca_heuristic,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
1,rrt+orca_heuristic,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+orca_heuristic,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+orca_heuristic,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
1,rrt+orca_heuristic,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+orca_heuristic,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+orca_heuristic,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+orca_heuristic,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,rrt+orca_heuristic,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+rrt,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+rrt,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+rrt,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+rrt,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+rrt,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+rrt,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+rrt,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+rrt,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+rrt,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+rrt,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+sarl,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+sarl,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
1,rrt+sarl,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+sarl,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+sarl,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
1,rrt+sarl,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
1,rrt+sarl,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+sarl,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
1,rrt+sarl,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+sarl,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
1,rrt+sarl_upstream,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+sarl_upstream,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+sarl_upstream,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+sarl_upstream,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
1,rrt+sarl_upstream,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
1,rrt+sarl_upstream,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+sarl_upstream,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
1,rrt+sarl_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+sarl_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
1,rrt+sarl_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+teb,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
0,rrt+teb,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+teb,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+teb,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+teb,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+teb,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+teb,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+teb,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+teb,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+teb,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,rrt+teb_upstream,1,map1_straight,t07,230.1,2,2.0,0,872.1972000000001,map1_straight:t07
1,rrt+teb_upstream,10,map1_straight,t07,230.1,2,2.0,0,1026.396,map1_straight:t07
0,rrt+teb_upstream,2,map1_straight,t07,230.1,2,2.0,0,999.8136,map1_straight:t07
0,rrt+teb_upstream,3,map1_straight,t07,230.1,2,2.0,0,656.6400000000001,map1_straight:t07
0,rrt+teb_upstream,4,map1_straight,t07,230.1,2,2.0,0,756.4788,map1_straight:t07
0,rrt+teb_upstream,5,map1_straight,t07,230.1,2,2.0,0,910.494,map1_straight:t07
0,rrt+teb_upstream,6,map1_straight,t07,230.1,2,2.0,0,792.252,map1_straight:t07
0,rrt+teb_upstream,7,map1_straight,t07,230.1,2,2.0,0,743.5332000000001,map1_straight:t07
0,rrt+teb_upstream,8,map1_straight,t07,230.1,2,2.0,0,708.0840000000001,map1_straight:t07
0,rrt+teb_upstream,9,map1_straight,t07,230.1,2,2.0,0,726.6995999999999,map1_straight:t07
0,astar+astar,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+astar,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
0,astar+astar,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
0,astar+astar,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
0,astar+astar,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
0,astar+astar,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
0,astar+astar,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
0,astar+astar,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
0,astar+astar,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
0,astar+astar,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
0,astar+cadrl,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+cadrl,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
1,astar+cadrl,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
1,astar+cadrl,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
1,astar+cadrl,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+cadrl,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
0,astar+cadrl,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
1,astar+cadrl,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
1,astar+cadrl,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
0,astar+cadrl,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
0,astar+cadrl_upstream,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+cadrl_upstream,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
0,astar+cadrl_upstream,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
0,astar+cadrl_upstream,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
1,astar+cadrl_upstream,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+cadrl_upstream,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
0,astar+cadrl_upstream,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
1,astar+cadrl_upstream,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
1,astar+cadrl_upstream,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
1,astar+cadrl_upstream,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
0,astar+crowdnav_attngraph,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
1,astar+crowdnav_attngraph,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
1,astar+crowdnav_attngraph,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
1,astar+crowdnav_attngraph,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
1,astar+crowdnav_attngraph,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+crowdnav_attngraph,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
1,astar+crowdnav_attngraph,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
0,astar+crowdnav_attngraph,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
0,astar+crowdnav_attngraph,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
0,astar+crowdnav_attngraph,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
1,astar+crowdnav_dsrnn,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+crowdnav_dsrnn,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
0,astar+crowdnav_dsrnn,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
0,astar+crowdnav_dsrnn,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
1,astar+crowdnav_dsrnn,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+crowdnav_dsrnn,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
1,astar+crowdnav_dsrnn,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
0,astar+crowdnav_dsrnn,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
1,astar+crowdnav_dsrnn,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
1,astar+crowdnav_dsrnn,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
0,astar+dijkstra,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+dijkstra,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
0,astar+dijkstra,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
0,astar+dijkstra,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
0,astar+dijkstra,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+dijkstra,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
0,astar+dijkstra,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
1,astar+dijkstra,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
1,astar+dijkstra,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
0,astar+dijkstra,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
0,astar+dwa,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
0,astar+dwa,10,map1_straight,t08,237.2,2,2.0,0,1026.396,map1_straight:t08
0,astar+dwa,2,map1_straight,t08,237.2,2,2.0,0,999.8136,map1_straight:t08
1,astar+dwa,3,map1_straight,t08,237.2,2,2.0,0,656.6400000000001,map1_straight:t08
1,astar+dwa,4,map1_straight,t08,237.2,2,2.0,0,756.4788,map1_straight:t08
1,astar+dwa,5,map1_straight,t08,237.2,2,2.0,0,910.494,map1_straight:t08
0,astar+dwa,6,map1_straight,t08,237.2,2,2.0,0,792.252,map1_straight:t08
1,astar+dwa,7,map1_straight,t08,237.2,2,2.0,0,743.5332000000001,map1_straight:t08
0,astar+dwa,8,map1_straight,t08,237.2,2,2.0,0,708.0840000000001,map1_straight:t08
0,astar+dwa,9,map1_straight,t08,237.2,2,2.0,0,726.6995999999999,map1_straight:t08
1,astar+lstm_rl,1,map1_straight,t08,237.2,2,2.0,0,872.1972000000001,map1_straight:t08
