time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9961,-0.02618,0.3,-0.05236,295.8501,2.8501,walk_east_mid.0,369.7373,0.3,-0.05236,0.3,-0.05236,Sidewalk
1.0,2.3892,3.9772,-0.07854,0.48,-0.10472,295.6108,2.994,walk_east_mid.0,369.0712,0.48,-0.10472,0.48,-0.10472,Sidewalk
1.5,2.6732,3.9323,-0.15708,0.575,-0.15708,295.3268,3.1144,walk_east_mid.0,368.4016,0.575,-0.15708,0.575,-0.15708,Sidewalk
2.0,2.9422,3.8751,-0.20944,0.55,-0.10472,295.0579,3.2527,walk_east_mid.0,367.8874,0.55,-0.10472,0.55,-0.10472,Sidewalk
2.5,3.2557,3.7998,-0.23562,0.645,-0.05236,294.7443,3.3638,walk_east_mid.0,367.2012,0.645,-0.05236,0.645,-0.05236,Sidewalk
3.0,3.6447,3.7064,-0.23562,0.8,-0.0,294.3554,3.3637,walk_east_mid.0,366.6879,0.8,-0.0,0.8,-0.0,Sidewalk
3.5,3.965,3.6383,-0.20944,0.655,0.05236,294.0352,3.4824,walk_east_mid.0,366.4453,0.655,0.05236,0.655,0.05236,Sidewalk
4.0,4.3025,3.5666,-0.20944,0.69,-0.0,293.6978,3.5822,walk_east_mid.0,365.6433,0.69,-0.0,0.69,-0.0,Sidewalk
4.5,4.6589,3.5005,-0.18326,0.725,0.05236,293.3415,3.6739,walk_east_mid.0,365.2897,0.725,0.05236,0.725,0.05236,Sidewalk
5.0,4.9736,3.4422,-0.18326,0.64,-0.0,293.027,3.7482,walk_east_mid.0,364.7505,0.64,-0.0,0.64,-0.0,Sidewalk
5.5,5.3365,3.3847,-0.15708,0.735,0.05236,292.6641,3.7913,walk_east_mid.0,364.2638,0.735,0.05236,0.735,0.05236,Sidewalk
6.0,5.6896,3.3476,-0.10472,0.71,0.10472,292.3111,3.8716,walk_east_up.0,363.8958,0.71,0.10472,0.71,0.10472,Sidewalk
6.5,6.061,3.3184,-0.07854,0.745,0.05236,291.9398,3.9435,walk_east_up.0,363.2123,0.745,0.05236,0.745,0.05236,Sidewalk
7.0,6.5096,3.2831,-0.07854,0.9,-0.0,291.4913,3.8824,walk_east_up.0,362.4039,0.9,-0.0,0.9,-0.0,Sidewalk
7.5,6.8866,3.2633,-0.05236,0.755,0.05236,291.1144,3.9209,walk_east_up.0,362.1779,0.755,0.05236,0.755,0.05236,Sidewalk
8.0,7.4308,3.2348,-0.05236,1.09,-0.0,290.5702,3.8023,walk_east_up.0,361.1688,1.09,-0.0,1.09,-0.0,Sidewalk
8.5,7.8132,3.2248,-0.02618,0.765,0.05236,290.1879,3.8054,walk_east_up.0,361.1349,0.765,0.05236,0.765,0.05236,Sidewalk
9.0,8.363,3.2104,-0.02618,1.1,-0.0,289.6381,3.647,walk_east_up.0,360.2904,1.1,-0.0,1.1,-0.0,Sidewalk
9.5,8.7505,3.2104,-0.0,0.775,0.05236,289.2506,3.6356,walk_east_up.0,360.1811,0.775,0.05236,0.775,0.05236,Sidewalk
10.0,9.1255,3.2104,-0.0,0.75,-0.0,288.8756,3.6434,walk_east_up.0,359.4253,0.75,-0.0,0.75,-0.0,Sidewalk
10.5,9.4879,3.2199,0.02618,0.725,0.05236,288.5132,3.7116,walk_east_up.0,359.1353,0.725,0.05236,0.725,0.05236,Sidewalk
11.0,9.8677,3.2298,0.02618,0.76,-0.0,288.1333,3.6892,walk_east_up.0,358.4687,0.76,-0.0,0.76,-0.0,Sidewalk
11.5,10.2347,3.2491,0.05236,0.735,0.05236,287.7663,3.7443,walk_east_up.0,358.1923,0.735,0.05236,0.735,0.05236,Sidewalk
12.0,10.5892,3.2677,0.05236,0.71,-0.0,287.4117,3.7615,walk_east_up.0,357.584,0.71,-0.0,0.71,-0.0,Sidewalk
12.5,11.0516,3.2798,0.02618,0.925,-0.05236,286.9493,3.666,walk_east_up.0,356.7664,0.925,-0.05236,0.925,-0.05236,Sidewalk
13.0,11.4115,3.2892,0.02618,0.72,-0.0,286.5894,3.6657,walk_east_up.0,356.5601,0.72,-0.0,0.72,-0.0,Sidewalk
13.5,11.759,3.2892,-0.0,0.695,-0.05236,286.2419,3.7443,walk_east_up.0,355.9638,0.695,-0.05236,0.695,-0.05236,Sidewalk
14.0,12.154,3.2892,-0.0,0.79,-0.0,285.8469,3.7374,walk_east_up.0,355.4264,0.79,-0.0,0.79,-0.0,Sidewalk
14.5,12.5363,3.2992,0.02618,0.765,0.05236,285.4645,3.7281,walk_east_up.0,355.2857,0.765,0.05236,0.765,0.05236,Sidewalk
15.0,12.9362,3.3097,0.02618,0.8,-0.0,285.0646,3.7351,walk_east_up.0,354.382,0.8,-0.0,0.8,-0.0,Sidewalk
15.5,13.3237,3.3097,-0.0,0.775,-0.05236,284.6771,3.7433,walk_east_up.0,353.693,0.775,-0.05236,0.775,-0.05236,Sidewalk
16.0,13.7587,3.3097,-0.0,0.87,-0.0,284.2421,3.6735,walk_east_up.0,353.2114,0.87,-0.0,0.87,-0.0,Sidewalk
16.5,14.0611,3.3018,-0.02618,0.605,-0.05236,283.9398,3.7514,walk_east_up.0,353.3008,0.605,-0.05236,0.605,-0.05236,Sidewalk
