time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9935,-0.04363,0.3,-0.08727,295.8501,2.8502,walk_east_mid.0,192.8474,0.3,-0.08727,0.3,-0.08727,Sidewalk
1.0,2.3889,3.9725,-0.08727,0.48,-0.08727,295.6111,3.2502,walk_east_up.0,192.3268,0.48,-0.08727,0.48,-0.08727,Sidewalk
1.5,2.6803,3.947,-0.08727,0.585,-0.0,295.3197,3.6185,walk_east_up.0,191.8464,0.585,-0.0,0.585,-0.0,Sidewalk
2.0,3.024,3.917,-0.08727,0.69,-0.0,294.976,3.9314,walk_east_up.0,191.352,0.69,-0.0,0.69,-0.0,Sidewalk
2.5,3.42,3.8823,-0.08727,0.795,-0.0,294.58,4.1393,walk_east_up.0,190.8918,0.795,-0.0,0.795,-0.0,Sidewalk
3.0,3.8683,3.8431,-0.08727,0.9,-0.0,294.1317,4.2807,walk_east_up.0,190.4291,0.9,-0.0,0.9,-0.0,Sidewalk
3.5,4.339,3.8019,-0.08727,0.945,-0.0,293.6611,4.4835,walk_east_up.0,189.9655,0.945,-0.0,0.945,-0.0,Sidewalk
4.0,4.8321,3.7588,-0.08727,0.99,-0.0,293.168,4.6047,walk_east_up.0,189.5073,0.99,-0.0,0.99,-0.0,Sidewalk
4.5,5.3476,3.7137,-0.08727,1.035,-0.0,292.6525,4.7696,walk_east_up.0,189.0096,1.035,-0.0,1.035,-0.0,Sidewalk
5.0,5.8856,3.6666,-0.08727,1.08,-0.0,292.1146,4.8065,walk_east_up.0,188.574,1.08,-0.0,1.08,-0.0,Sidewalk
5.5,6.4459,3.6176,-0.08727,1.125,-0.0,291.5543,4.9292,walk_east_up.0,188.074,1.125,-0.0,1.125,-0.0,Sidewalk
6.0,7.0287,3.5666,-0.08727,1.17,-0.0,290.9716,4.9736,walk_east_up.0,187.5896,1.17,-0.0,1.17,-0.0,Sidewalk
6.5,7.6339,3.5137,-0.08727,1.215,-0.0,290.3665,4.9968,walk_east_up.0,187.0873,1.215,-0.0,1.215,-0.0,Sidewalk
7.0,8.2316,3.4614,-0.08727,1.2,-0.0,289.7689,4.9747,walk_east_up.0,186.7018,1.2,-0.0,1.2,-0.0,Sidewalk
7.5,8.8219,3.4097,-0.08727,1.185,-0.0,289.1787,5.0444,walk_east_up.0,186.2987,1.185,-0.0,1.185,-0.0,Sidewalk
8.0,9.3748,3.3614,-0.08727,1.11,-0.0,288.6259,5.1841,walk_east_up.0,186.007,1.11,-0.0,1.11,-0.0,Sidewalk
8.5,9.8604,3.3189,-0.08727,0.975,-0.0,288.1404,5.3201,walk_east_up.0,185.8775,0.975,-0.0,0.975,-0.0,Sidewalk
9.0,10.3999,3.2953,-0.04363,1.08,0.08727,287.601,5.4454,walk_east_up.0,185.56,1.08,0.08727,1.08,0.08727,Sidewalk
9.5,10.9918,3.2695,-0.04363,1.185,-0.0,287.0091,5.5042,walk_east_up.0,184.7747,1.185,-0.0,1.185,-0.0,Sidewalk
