success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,collision,396,197.5,224.488,295.84,0.7588,0.8011,72.938,0.12,1,23,0.0581,0.0618,0,0.0,1.135,0.075,0.116,0.303,1,dwa
False,max_time,841,420.0,187.338,295.84,0.6332,1.7036,112.073,0.477,0,514,0.6112,0.6112,0,0.0,0.446,0.058,0.049,0.127,2,dwa
False,max_time,841,420.0,171.71,295.84,0.5804,1.7036,124.542,0.421,0,575,0.6837,0.6837,0,0.0,0.409,0.043,0.049,0.149,3,dwa
False,collision,357,178.0,206.13,295.84,0.6968,0.722,90.881,0.173,1,10,0.028,0.0287,0,0.0,1.156,0.055,0.094,0.268,4,dwa
False,collision,356,177.5,210.7,295.84,0.7122,0.72,85.322,0.149,1,10,0.0281,0.0281,0,0.0,1.185,0.038,0.086,0.216,5,dwa
False,collision,364,181.5,214.18,295.84,0.724,0.7362,81.966,0.339,1,17,0.0467,0.0467,0,0.0,1.178,0.043,0.098,0.255,6,dwa
True,goal_reached,543,271.0,298.049,295.84,1.0075,1.0992,0.231,0.422,0,44,0.081,0.0812,0,0.0,1.098,0.078,0.134,0.344,7,dwa
False,collision,367,183.0,211.549,295.84,0.7151,0.7423,85.039,0.28,1,17,0.0463,0.0497,0,0.0,1.154,0.061,0.113,0.311,8,dwa
False,collision,395,197.0,228.58,295.84,0.7726,0.7991,67.663,0.292,1,32,0.081,0.0823,0,0.0,1.158,0.046,0.109,0.305,9,dwa
False,collision,352,175.5,203.96,295.84,0.6894,0.7119,92.291,0.121,1,24,0.0682,0.0682,0,0.0,1.16,0.049,0.113,0.312,10,dwa
False,collision,366,182.5,207.19,295.84,0.7003,0.7403,88.809,0.282,1,3,0.0082,0.0082,0,0.0,1.133,0.068,0.16,0.521,11,dwa
False,collision,376,187.5,217.84,295.84,0.7363,0.7605,78.486,0.111,1,20,0.0532,0.0532,0,0.0,1.16,0.047,0.106,0.287,12,dwa
False,max_time,841,420.0,135.97,295.84,0.4596,1.7036,160.139,0.556,0,615,0.7313,0.7419,0,0.0,0.324,0.036,0.022,0.059,13,dwa
False,collision,357,178.0,212.1,295.84,0.7169,0.722,83.93,0.259,1,13,0.0364,0.0364,0,0.0,1.189,0.039,0.081,0.208,14,dwa
False,collision,413,206.0,222.229,295.84,0.7512,0.8356,80.426,0.135,1,41,0.0993,0.1192,0,0.0,1.077,0.115,0.159,0.436,15,dwa
False,collision,416,207.5,224.529,295.84,0.759,0.8417,75.022,0.085,1,21,0.0505,0.0505,0,0.0,1.08,0.105,0.217,0.659,16,dwa
