time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9935,-0.04363,0.3,-0.08727,295.8501,2.8502,walk_east_mid.0,192.8474,0.3,-0.08727,0.3,-0.08727,Sidewalk
1.0,2.4175,3.9582,-0.1309,0.54,-0.17453,295.5825,2.9361,walk_east_mid.0,192.4268,0.54,-0.17453,0.54,-0.17453,Sidewalk
1.5,2.71,3.9582,-0.0,0.585,0.2618,295.29,3.0066,walk_east_mid.0,192.1697,0.585,0.2618,0.585,0.2618,Sidewalk
2.0,2.994,3.9334,-0.08727,0.57,-0.17453,295.006,3.0731,walk_east_mid.0,191.9558,0.57,-0.17453,0.57,-0.17453,Sidewalk
2.5,3.2712,3.9455,0.04363,0.555,0.2618,294.7288,3.1794,walk_east_mid.0,191.6987,0.555,0.2618,0.555,0.2618,Sidewalk
3.0,3.6009,3.9311,-0.04363,0.66,-0.17453,294.3991,3.2737,walk_east_mid.0,191.3992,0.66,-0.17453,0.66,-0.17453,Sidewalk
3.5,3.8611,3.8968,-0.1309,0.525,-0.17453,294.1389,3.4177,walk_east_mid.0,191.1998,0.525,-0.17453,0.525,-0.17453,Sidewalk
4.0,4.1714,3.8421,-0.17453,0.63,-0.08727,293.8287,3.4789,walk_east_mid.0,190.8959,0.63,-0.08727,0.63,-0.08727,Sidewalk
4.5,4.5385,3.8261,-0.04363,0.735,0.2618,293.4615,3.5096,walk_east_mid.0,190.5963,0.735,0.2618,0.735,0.2618,Sidewalk
5.0,4.8672,3.7973,-0.08727,0.66,-0.08727,293.1328,3.5822,walk_east_mid.0,190.4228,0.66,-0.08727,0.66,-0.08727,Sidewalk
5.5,5.187,3.7552,-0.1309,0.645,-0.08727,292.8131,3.6554,walk_east_mid.0,190.1182,0.645,-0.08727,0.645,-0.08727,Sidewalk
6.0,5.532,3.7552,-0.0,0.69,0.2618,292.4681,3.6881,walk_east_mid.0,189.8771,0.69,0.2618,0.69,0.2618,Sidewalk
6.5,5.928,3.7899,0.08727,0.795,0.17453,292.0721,3.674,walk_east_mid.0,189.5989,0.795,0.17453,0.795,0.17453,Sidewalk
7.0,6.228,3.7899,-0.0,0.6,-0.17453,291.7721,3.7597,walk_east_mid.0,189.4248,0.6,-0.17453,0.6,-0.17453,Sidewalk
7.5,6.609,3.8232,0.08727,0.765,0.17453,291.391,3.7642,walk_east_mid.0,189.0853,0.765,0.17453,0.765,0.17453,Sidewalk
8.0,6.924,3.8232,-0.0,0.63,-0.17453,291.076,3.875,walk_east_mid.0,188.8897,0.63,-0.17453,0.63,-0.17453,Sidewalk
8.5,7.2901,3.8552,0.08727,0.735,0.17453,290.7099,3.9175,walk_east_mid.0,188.56,0.735,0.17453,0.735,0.17453,Sidewalk
9.0,7.6201,3.8552,-0.0,0.66,-0.17453,290.3799,3.9674,walk_east_mid.0,188.365,0.66,-0.17453,0.66,-0.17453,Sidewalk
9.5,7.9713,3.886,0.08727,0.705,0.17453,290.0287,3.978,walk_east_mid.0,188.1105,0.705,0.17453,0.705,0.17453,Sidewalk
10.0,8.3163,3.886,-0.0,0.69,-0.17453,289.6837,4.016,walk_east_mid.0,187.8598,0.69,-0.17453,0.69,-0.17453,Sidewalk
10.5,8.6834,3.8699,-0.04363,0.735,-0.08727,289.3166,4.0195,walk_east_mid.0,187.6498,0.735,-0.08727,0.735,-0.08727,Sidewalk
