success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,collision,489,244.0,215.514,295.92,0.7283,0.7421,81.954,0.301,1,21,0.0429,0.0431,0,0.0,0.882,0.068,0.093,0.322,1,dwa
False,collision,54,26.5,21.48,295.92,0.0726,0.0806,274.583,0.095,1,7,0.1296,0.1296,0,0.0,0.799,0.144,0.169,0.428,2,dwa
False,max_time,1801,900.0,171.98,295.92,0.5812,2.7372,124.916,0.672,0,11,0.0061,0.0061,0,0.0,0.191,0.039,0.023,0.075,3,dwa
False,collision,479,239.0,205.4,295.92,0.6941,0.7269,91.143,0.133,1,2,0.0042,0.0045,0,0.0,0.858,0.044,0.126,0.437,4,dwa
False,collision,221,110.0,94.959,295.92,0.3209,0.3345,211.647,0.129,1,29,0.1312,0.1312,0,0.0,0.86,0.152,0.119,0.367,5,dwa
False,max_time,1801,900.0,160.6,295.92,0.5427,2.7372,136.979,0.645,0,5,0.0028,0.0028,0,0.0,0.178,0.04,0.023,0.084,6,dwa
False,collision,689,344.0,281.599,295.92,0.9516,1.0462,28.27,0.039,1,41,0.0595,0.0601,0,0.0,0.818,0.156,0.147,0.43,7,dwa
False,collision,562,280.5,234.658,295.92,0.793,0.8531,73.301,0.158,1,31,0.0552,0.0562,0,0.0,0.835,0.127,0.127,0.368,8,dwa
False,max_time,1801,900.0,135.22,295.92,0.4569,2.7372,162.395,0.513,0,5,0.0028,0.0028,0,0.0,0.15,0.038,0.021,0.075,9,dwa
False,collision,513,256.0,220.358,295.92,0.7447,0.7786,88.891,0.247,1,20,0.039,0.039,0,0.0,0.859,0.135,0.109,0.339,10,dwa
False,collision,541,270.0,231.515,295.92,0.7824,0.8212,72.629,0.338,1,28,0.0518,0.0547,0,0.0,0.856,0.099,0.103,0.344,11,dwa
False,collision,480,239.5,204.46,295.92,0.6909,0.7284,92.573,0.301,1,15,0.0312,0.0312,0,0.0,0.852,0.102,0.123,0.396,12,dwa
False,collision,493,246.0,209.237,295.92,0.7071,0.7482,91.633,0.231,1,24,0.0487,0.0488,0,0.0,0.849,0.09,0.11,0.32,13,dwa
False,collision,553,276.0,238.036,295.92,0.8044,0.8394,67.518,0.192,1,15,0.0271,0.0276,0,0.0,0.861,0.096,0.109,0.348,14,dwa
False,max_time,1801,900.0,184.78,295.92,0.6244,2.7372,112.177,0.65,0,17,0.0094,0.0094,0,0.0,0.205,0.042,0.031,0.097,15,dwa
False,collision,517,258.0,220.4,295.92,0.7448,0.7847,81.115,0.142,1,25,0.0484,0.0484,0,0.0,0.853,0.09,0.114,0.366,16,dwa
False,max_time,1801,900.0,178.94,295.92,0.6047,2.7372,122.81,0.425,0,24,0.0133,0.0133,0,0.0,0.199,0.049,0.026,0.082,17,dwa
False,collision,552,275.5,232.78,295.92,0.7866,0.8379,76.431,0.366,1,38,0.0688,0.0699,0,0.0,0.844,0.161,0.117,0.346,18,dwa
False,collision,91,45.0,39.82,295.92,0.1346,0.1369,256.135,0.239,1,2,0.022,0.022,0,0.0,0.877,0.036,0.097,0.322,19,dwa
False,collision,487,243.0,210.099,295.92,0.71,0.7391,90.753,0.279,1,18,0.037,0.0382,0,0.0,0.863,0.071,0.107,0.352,20,dwa
False,collision,683,341.0,278.753,295.92,0.942,1.0371,37.938,0.117,1,46,0.0673,0.0673,0,0.0,0.817,0.157,0.132,0.378,21,dwa
False,max_time,1801,900.0,120.48,295.92,0.4071,2.7372,175.688,0.539,0,3,0.0017,0.0017,0,0.0,0.134,0.035,0.023,0.073,22,dwa
False,collision,539,269.0,223.079,295.92,0.7538,0.8181,83.848,0.348,1,46,0.0853,0.0897,0,0.0,0.828,0.147,0.135,0.41,23,dwa
False,collision,565,282.0,241.518,295.92,0.8162,0.8577,56.618,0.228,1,40,0.0708,0.0708,0,0.0,0.855,0.074,0.105,0.352,24,dwa
False,collision,194,96.5,82.1,295.92,0.2774,0.2935,219.845,0.027,1,12,0.0619,0.0619,0,0.0,0.847,0.163,0.114,0.334,25,dwa
False,collision,505,252.0,217.84,295.92,0.7361,0.7664,83.612,0.218,1,18,0.0356,0.0356,0,0.0,0.863,0.07,0.13,0.411,26,dwa
False,collision,549,274.0,219.978,295.92,0.7434,0.8333,85.203,0.273,1,45,0.082,0.0936,0,0.0,0.802,0.119,0.12,0.355,27,dwa
False,max_time,1801,900.0,191.757,295.92,0.648,2.7372,108.212,0.707,0,2,0.0011,0.0011,0,0.0,0.213,0.043,0.033,0.113,28,dwa
False,collision,538,268.5,228.26,295.92,0.7714,0.8166,74.432,0.213,1,21,0.039,0.0396,0,0.0,0.849,0.087,0.111,0.333,29,dwa
False,collision,490,244.5,211.22,295.92,0.7138,0.7436,85.735,0.279,1,11,0.0224,0.0236,0,0.0,0.862,0.056,0.101,0.342,30,dwa
False,max_time,1801,900.0,122.5,295.92,0.414,2.7372,173.963,1.022,0,0,0.0,0.0,0,0.0,0.136,0.036,0.017,0.057,31,dwa
False,collision,527,263.0,218.359,295.92,0.7379,0.7999,86.342,0.143,1,24,0.0455,0.0456,0,0.0,0.829,0.116,0.118,0.35,32,dwa
