time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1999,3.993,-0.03491,0.4,-0.06981,295.8001,2.8002,walk_east_mid.0,589.9746,0.4,-0.06981,0.4,-0.06981,Sidewalk
1.0,2.5597,3.9805,-0.03491,0.72,-0.0,295.4403,3.0116,walk_east_up.0,587.7177,0.72,-0.0,0.72,-0.0,Sidewalk
1.5,2.9487,3.9533,-0.06981,0.78,-0.06981,295.0513,3.1612,walk_east_up.0,586.6803,0.78,-0.06981,0.78,-0.06981,Sidewalk
2.0,3.3477,3.9253,-0.06981,0.8,-0.0,294.6523,3.2807,walk_east_up.0,585.4415,0.8,-0.0,0.8,-0.0,Sidewalk
2.5,3.7475,3.9114,-0.03491,0.8,0.06981,294.2525,3.4705,walk_east_up.0,584.5494,0.8,0.06981,0.8,0.06981,Sidewalk
3.0,4.1472,3.8974,-0.03491,0.8,-0.0,293.8528,3.6381,walk_east_up.0,583.5203,0.8,-0.0,0.8,-0.0,Sidewalk
3.5,4.5463,3.8695,-0.06981,0.8,-0.06981,293.4538,3.7289,walk_east_up.0,582.7856,0.8,-0.06981,0.8,-0.06981,Sidewalk
4.0,4.9453,3.8416,-0.06981,0.8,-0.0,293.0547,3.9288,walk_east_up.0,581.8057,0.8,-0.0,0.8,-0.0,Sidewalk
4.5,5.3451,3.8277,-0.03491,0.8,0.06981,292.655,4.1256,walk_east_up.0,580.9871,0.8,0.06981,0.8,0.06981,Sidewalk
5.0,5.7448,3.8137,-0.03491,0.8,-0.0,292.2552,4.3247,walk_east_up.0,580.0828,0.8,-0.0,0.8,-0.0,Sidewalk
5.5,6.1448,3.8137,-0.0,0.8,0.06981,291.8552,4.4367,walk_east_up.0,579.3301,0.8,0.06981,0.8,0.06981,Sidewalk
6.0,6.5448,3.8137,-0.0,0.8,-0.0,291.4552,4.5962,walk_east_up.0,578.4298,0.8,-0.0,0.8,-0.0,Sidewalk
6.5,6.9446,3.7997,-0.03491,0.8,-0.06981,291.0555,4.7692,walk_east_up.0,577.6753,0.8,-0.06981,0.8,-0.06981,Sidewalk
7.0,7.3443,3.7858,-0.03491,0.8,-0.0,290.6558,4.8991,walk_east_up.0,576.7881,0.8,-0.0,0.8,-0.0,Sidewalk
7.5,7.7443,3.7858,-0.0,0.8,0.06981,290.2558,5.0373,walk_east_up.0,576.0356,0.8,0.06981,0.8,0.06981,Sidewalk
8.0,8.1443,3.7858,-0.0,0.8,-0.0,289.8558,5.1554,walk_east_up.0,575.1605,0.8,-0.0,0.8,-0.0,Sidewalk
8.5,8.5441,3.7718,-0.03491,0.8,-0.06981,289.456,5.3151,walk_east_up.0,574.4166,0.8,-0.06981,0.8,-0.06981,Sidewalk
9.0,8.9438,3.7579,-0.03491,0.8,-0.0,289.0563,5.4557,walk_east_up.0,573.5367,0.8,-0.0,0.8,-0.0,Sidewalk
9.5,9.3438,3.7579,-0.0,0.8,0.06981,288.6563,5.5942,walk_east_up.0,572.784,0.8,0.06981,0.8,0.06981,Sidewalk
10.0,9.7438,3.7579,-0.0,0.8,-0.0,288.2563,5.7763,walk_east_up.0,571.9124,0.8,-0.0,0.8,-0.0,Sidewalk
10.5,10.1436,3.7439,-0.03491,0.8,-0.06981,287.8565,5.9462,walk_east_up.0,571.1792,0.8,-0.06981,0.8,-0.06981,Sidewalk
11.0,10.5433,3.7299,-0.03491,0.8,-0.0,287.4568,6.0353,walk_east_up.0,570.3009,0.8,-0.0,0.8,-0.0,Sidewalk
11.5,10.9433,3.7299,-0.0,0.8,0.06981,287.0568,6.1361,walk_east_up.0,569.5507,0.8,0.06981,0.8,0.06981,Sidewalk
12.0,11.3433,3.7299,-0.0,0.8,-0.0,286.6568,6.2953,walk_east_up.0,568.6852,0.8,-0.0,0.8,-0.0,Sidewalk
12.5,11.7431,3.716,-0.03491,0.8,-0.06981,286.257,6.4318,walk_east_up.0,567.959,0.8,-0.06981,0.8,-0.06981,Sidewalk
13.0,12.1429,3.702,-0.03491,0.8,-0.0,285.8573,6.6092,walk_east_up.0,567.0761,0.8,-0.0,0.8,-0.0,Sidewalk
13.5,12.5429,3.702,-0.0,0.8,0.06981,285.4573,6.7047,walk_east_up.0,566.3259,0.8,0.06981,0.8,0.06981,Sidewalk
14.0,12.9429,3.702,-0.0,0.8,-0.0,285.0573,6.8724,walk_east_up.0,565.4632,0.8,-0.0,0.8,-0.0,Sidewalk
14.5,13.3426,3.716,0.03491,0.8,0.06981,284.6575,7.067,walk_east_up.0,564.7363,0.8,0.06981,0.8,0.06981,Sidewalk
15.0,13.7424,3.7299,0.03491,0.8,-0.0,284.2578,7.2579,walk_east_up.0,563.854,0.8,-0.0,0.8,-0.0,Sidewalk
15.5,14.1424,3.7299,-0.0,0.8,-0.06981,283.8578,7.4485,walk_east_up.0,563.1038,0.8,-0.06981,0.8,-0.06981,Sidewalk
16.0,14.5424,3.7299,-0.0,0.8,-0.0,283.4578,7.5907,walk_east_up.0,562.2422,0.8,-0.0,0.8,-0.0,Sidewalk
16.5,14.9421,3.7439,0.03491,0.8,0.06981,283.058,7.677,walk_east_up.0,561.5195,0.8,0.06981,0.8,0.06981,Sidewalk
17.0,15.3419,3.7579,0.03491,0.8,-0.0,282.6582,7.7998,walk_east_up.0,560.6402,0.8,-0.0,0.8,-0.0,Sidewalk
17.5,15.7419,3.7579,-0.0,0.8,-0.06981,282.2582,7.8882,walk_east_up.0,559.8937,0.8,-0.06981,0.8,-0.06981,Sidewalk
18.0,16.1419,3.7579,-0.0,0.8,-0.0,281.8582,7.9923,walk_east_up.0,559.0332,0.8,-0.0,0.8,-0.0,Sidewalk
18.5,16.5416,3.7718,0.03491,0.8,0.06981,281.4584,8.0755,walk_east_up.0,558.3111,0.8,0.06981,0.8,0.06981,Sidewalk
19.0,16.9414,3.7858,0.03491,0.8,-0.0,281.0587,8.2226,walk_east_up.0,557.4316,0.8,-0.0,0.8,-0.0,Sidewalk
19.5,17.3414,3.7858,-0.0,0.8,-0.06981,280.6587,8.4097,walk_east_up.0,556.6837,0.8,-0.06981,0.8,-0.06981,Sidewalk
20.0,17.7414,3.7858,-0.0,0.8,-0.0,280.2587,8.5423,walk_east_up.0,555.8229,0.8,-0.0,0.8,-0.0,Sidewalk
20.5,18.1412,3.7997,0.03491,0.8,0.06981,279.8589,8.7341,walk_east_up.0,555.0994,0.8,0.06981,0.8,0.06981,Sidewalk
21.0,18.5409,3.8137,0.03491,0.8,-0.0,279.4591,8.8653,walk_east_up.0,554.2206,0.8,-0.0,0.8,-0.0,Sidewalk
21.5,18.9409,3.8137,-0.0,0.8,-0.06981,279.0591,8.9988,walk_east_up.0,553.4743,0.8,-0.06981,0.8,-0.06981,Sidewalk
22.0,19.3409,3.8137,-0.0,0.8,-0.0,278.6591,9.1523,walk_east_up.0,552.6136,0.8,-0.0,0.8,-0.0,Sidewalk
22.5,19.7407,3.8277,0.03491,0.8,0.06981,278.2594,9.3513,walk_east_up.0,551.8908,0.8,0.06981,0.8,0.06981,Sidewalk
23.0,20.1404,3.8416,0.03491,0.8,-0.0,277.8596,9.4691,walk_east_up.0,551.0124,0.8,-0.0,0.8,-0.0,Sidewalk
23.5,20.5404,3.8416,-0.0,0.8,-0.06981,277.4596,9.5663,walk_east_up.0,550.2669,0.8,-0.06981,0.8,-0.06981,Sidewalk
24.0,20.9404,3.8416,-0.0,0.8,-0.0,277.0596,9.751,walk_east_up.0,549.4062,0.8,-0.0,0.8,-0.0,Sidewalk
24.5,21.3402,3.8556,0.03491,0.8,0.06981,276.6599,9.8441,walk_east_up.0,548.6854,0.8,0.06981,0.8,0.06981,Sidewalk
25.0,21.7399,3.8695,0.03491,0.8,-0.0,276.2601,10.0038,walk_east_up.0,547.8066,0.8,-0.0,0.8,-0.0,Sidewalk
25.5,22.1399,3.8695,-0.0,0.8,-0.06981,275.8601,10.1188,walk_east_up.0,547.0609,0.8,-0.06981,0.8,-0.06981,Sidewalk
26.0,22.5399,3.8695,-0.0,0.8,-0.0,275.4601,10.265,walk_east_up.0,546.201,0.8,-0.0,0.8,-0.0,Sidewalk
26.5,22.9397,3.8835,0.03491,0.8,0.06981,275.0603,10.387,walk_east_up.0,545.4804,0.8,0.06981,0.8,0.06981,Sidewalk
27.0,23.3395,3.8975,0.03491,0.8,-0.0,274.6606,10.4864,walk_east_up.0,544.6022,0.8,-0.0,0.8,-0.0,Sidewalk
27.5,23.7395,3.8975,-0.0,0.8,-0.06981,274.2606,10.5819,walk_east_up.0,543.8566,0.8,-0.06981,0.8,-0.06981,Sidewalk
28.0,24.1395,3.8975,-0.0,0.8,-0.0,273.8606,10.6641,walk_east_up.0,542.9977,0.8,-0.0,0.8,-0.0,Sidewalk
28.5,24.5392,3.9114,0.03491,0.8,0.06981,273.4608,10.7636,walk_east_up.0,542.2778,0.8,0.06981,0.8,0.06981,Sidewalk
29.0,24.939,3.9254,0.03491,0.8,-0.0,273.061,10.9495,walk_east_up.0,541.3987,0.8,-0.0,0.8,-0.0,Sidewalk
29.5,25.339,3.9254,-0.0,0.8,-0.06981,272.661,11.1491,walk_east_up.0,540.6521,0.8,-0.06981,0.8,-0.06981,Sidewalk
30.0,25.739,3.9254,-0.0,0.8,-0.0,272.261,11.2899,walk_east_up.0,539.7929,0.8,-0.0,0.8,-0.0,Sidewalk
30.5,26.1387,3.9393,0.03491,0.8,0.06981,271.8613,11.4139,walk_east_up.0,539.0733,0.8,0.06981,0.8,0.06981,Sidewalk
31.0,26.5385,3.9533,0.03491,0.8,-0.0,271.4615,inf,,538.126,0.8,-0.0,0.8,-0.0,Sidewalk
31.5,26.9385,3.9533,-0.0,0.8,-0.06981,271.0615,inf,,537.3813,0.8,-0.06981,0.8,-0.06981,Sidewalk
32.0,27.3385,3.9533,-0.0,0.8,-0.0,270.6615,inf,,536.5231,0.8,-0.0,0.8,-0.0,Sidewalk
32.5,27.7382,3.9673,0.03491,0.8,0.06981,270.2618,inf,,535.805,0.8,0.06981,0.8,0.06981,Sidewalk
33.0,28.138,3.9812,0.03491,0.8,-0.0,269.862,inf,,534.927,0.8,-0.0,0.8,-0.0,Sidewalk
33.5,28.538,3.9812,-0.0,0.8,-0.06981,269.462,inf,,534.182,0.8,-0.06981,0.8,-0.06981,Sidewalk
34.0,28.938,3.9812,-0.0,0.8,-0.0,269.062,inf,,533.324,0.8,-0.0,0.8,-0.0,Sidewalk
34.5,29.3377,3.9952,0.03491,0.8,0.06981,268.6623,inf,,532.6063,0.8,0.06981,0.8,0.06981,Sidewalk
35.0,29.7375,4.0091,0.03491,0.8,-0.0,268.2625,inf,,531.7281,0.8,-0.0,0.8,-0.0,Sidewalk
35.5,30.1375,4.0091,-0.0,0.8,-0.06981,267.8625,inf,,530.9827,0.8,-0.06981,0.8,-0.06981,Sidewalk
36.0,30.5375,4.0091,-0.0,0.8,-0.0,267.4625,inf,,530.125,0.8,-0.0,0.8,-0.0,Sidewalk
36.5,30.9373,3.9952,-0.03491,0.8,-0.06981,267.0627,inf,,529.4073,0.8,-0.06981,0.8,-0.06981,Sidewalk
