time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,planner_status,planner_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.125,3.9972,-0.02246,0.25,-0.04492,295.875,2.8751,walk_east_mid.0,teb_optimized,4104.5396,0.25,-0.04492,0.25,-0.04492,Sidewalk
1.0,2.3737,3.9717,-0.10226,0.5,-0.1596,295.6263,3.0953,walk_east_dn.0,teb_optimized,4090.7415,0.5,-0.1596,0.5,-0.1596,Sidewalk
1.5,2.7485,3.9618,-0.02638,0.75,0.15177,295.2515,3.1552,walk_east_dn.0,teb_optimized,4082.4808,0.75,0.15177,0.75,0.15177,Sidewalk
2.0,3.2483,3.9782,0.03293,1.0,0.11862,294.7517,3.0739,walk_east_dn.0,teb_optimized,4070.4207,1.0,0.11862,1.0,0.11862,Sidewalk
2.5,3.748,3.9937,0.03086,1.0,-0.00413,294.252,2.9761,walk_east_up.0,teb_optimized,4055.7144,1.0,-0.00413,1.0,-0.00413,Sidewalk
3.0,4.248,3.9968,0.00632,1.0,-0.0491,293.752,2.9203,walk_east_dn.0,teb_optimized,4041.4779,1.0,-0.0491,1.0,-0.0491,Sidewalk
3.5,4.748,3.997,0.00028,1.0,-0.01207,293.252,2.8165,walk_east_up.0,teb_optimized,4027.183,1.0,-0.01207,1.0,-0.01207,Sidewalk
4.0,5.248,3.9959,-0.00213,1.0,-0.00481,292.752,2.701,walk_east_up.0,teb_optimized,4012.98,1.0,-0.00481,1.0,-0.00481,Sidewalk
4.5,5.748,3.9938,-0.0042,1.0,-0.00414,292.252,2.574,walk_east_up.0,teb_optimized,3998.8224,1.0,-0.00414,1.0,-0.00414,Sidewalk
5.0,6.248,3.9912,-0.00521,1.0,-0.00202,291.752,2.4568,walk_east_up.0,teb_optimized,3984.6888,1.0,-0.00202,1.0,-0.00202,Sidewalk
5.5,6.748,3.9894,-0.00363,1.0,0.00316,291.252,2.3655,walk_east_up.0,teb_optimized,3970.6031,1.0,0.00316,1.0,0.00316,Sidewalk
6.0,7.248,3.9893,-0.00023,1.0,0.0068,290.752,2.321,walk_east_up.0,teb_optimized,3956.52,1.0,0.0068,1.0,0.0068,Sidewalk
6.5,7.748,3.9908,0.00312,1.0,0.00671,290.252,2.2186,walk_east_up.0,teb_optimized,3942.4702,1.0,0.00671,1.0,0.00671,Sidewalk
7.0,8.248,3.9932,0.0048,1.0,0.00336,289.752,2.1578,walk_east_up.0,teb_optimized,3928.4349,1.0,0.00336,1.0,0.00336,Sidewalk
7.5,8.748,3.9958,0.00509,1.0,0.00058,289.252,2.0841,walk_east_up.0,teb_optimized,3914.4416,1.0,0.00058,1.0,0.00058,Sidewalk
