success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,collision,430,214.5,210.22,295.85,0.7106,0.725,85.826,0.03,1,22,0.0512,0.0529,0,0.0,0.978,0.057,0.046,0.151,1,dwa
False,collision,422,210.5,205.409,295.85,0.6943,0.7115,91.998,0.018,1,45,0.1066,0.1175,0,0.0,0.974,0.072,0.054,0.162,2,dwa
False,max_time,841,420.0,171.72,295.85,0.5804,1.4196,124.432,0.507,0,490,0.5826,0.5861,0,0.0,0.409,0.062,0.011,0.031,3,dwa
False,collision,426,212.5,206.12,295.85,0.6967,0.7183,89.985,0.366,1,13,0.0305,0.0331,0,0.0,0.968,0.051,0.068,0.232,4,dwa
False,collision,461,230.0,225.57,295.85,0.7624,0.7774,70.886,0.138,1,34,0.0738,0.0738,0,0.0,0.979,0.055,0.018,0.05,5,dwa
False,collision,451,225.0,214.51,295.85,0.7251,0.7605,82.188,0.158,1,21,0.0466,0.0516,0,0.0,0.952,0.071,0.097,0.315,6,dwa
False,collision,498,248.5,243.56,295.85,0.8233,0.84,52.962,0.238,1,29,0.0582,0.06,0,0.0,0.979,0.057,0.031,0.093,7,dwa
False,collision,426,212.5,206.96,295.85,0.6995,0.7183,89.468,0.192,1,23,0.054,0.055,0,0.0,0.972,0.061,0.027,0.07,8,dwa
True,goal_reached,632,315.5,297.649,295.85,1.0061,1.0664,0.225,0.404,0,40,0.0633,0.0655,0,0.0,0.942,0.077,0.052,0.127,9,dwa
False,collision,553,276.0,265.918,295.85,0.8988,0.9329,32.581,0.277,1,52,0.094,0.094,0,0.0,0.962,0.086,0.066,0.194,10,dwa
False,collision,436,217.5,216.32,295.85,0.7312,0.7352,79.835,0.208,1,2,0.0046,0.0053,0,0.0,0.993,0.051,0.01,0.022,11,dwa
False,collision,424,211.5,207.17,295.85,0.7003,0.7149,89.034,0.19,1,29,0.0684,0.0771,0,0.0,0.978,0.054,0.024,0.069,12,dwa
False,collision,424,211.5,207.66,295.85,0.7019,0.7149,88.84,0.086,1,17,0.0401,0.0401,0,0.0,0.98,0.056,0.023,0.064,13,dwa
False,collision,415,207.0,204.81,295.85,0.6923,0.6997,91.293,0.104,1,8,0.0193,0.0208,0,0.0,0.988,0.051,0.017,0.034,14,dwa
False,max_time,841,420.0,154.06,295.85,0.5207,1.4196,142.173,0.464,0,535,0.6361,0.654,0,0.0,0.367,0.063,0.026,0.087,15,dwa
False,collision,478,238.5,233.19,295.85,0.7882,0.8062,63.335,0.242,1,32,0.0669,0.0694,0,0.0,0.976,0.059,0.039,0.118,16,dwa
False,collision,429,214.0,204.51,295.85,0.6913,0.7233,91.972,0.233,1,39,0.0909,0.0911,0,0.0,0.954,0.074,0.096,0.335,17,dwa
False,collision,450,224.5,220.28,295.85,0.7446,0.7588,75.985,0.223,1,32,0.0711,0.0729,0,0.0,0.98,0.055,0.034,0.105,18,dwa
False,collision,428,213.5,210.46,295.85,0.7114,0.7216,85.903,0.245,1,24,0.0561,0.065,0,0.0,0.984,0.056,0.019,0.051,19,dwa
False,collision,419,209.0,206.92,295.85,0.6994,0.7064,89.094,0.327,1,18,0.043,0.0485,0,0.0,0.988,0.048,0.014,0.029,20,dwa
False,collision,449,224.0,220.94,295.85,0.7468,0.7571,75.531,0.156,1,18,0.0401,0.0401,0,0.0,0.985,0.056,0.026,0.065,21,dwa
False,collision,488,243.5,229.529,295.85,0.7758,0.8231,68.943,0.223,1,55,0.1127,0.1132,0,0.0,0.941,0.085,0.075,0.205,22,dwa
False,collision,462,230.5,225.22,295.85,0.7613,0.7791,71.513,0.219,1,25,0.0541,0.0656,0,0.0,0.976,0.063,0.04,0.119,23,dwa
False,collision,430,214.5,212.13,295.85,0.717,0.725,84.008,0.372,1,20,0.0465,0.0484,0,0.0,0.987,0.052,0.024,0.069,24,dwa
False,collision,428,213.5,205.81,295.85,0.6957,0.7216,90.54,0.299,1,26,0.0607,0.0686,0,0.0,0.962,0.058,0.072,0.236,25,dwa
False,collision,448,223.5,220.83,295.85,0.7464,0.7555,75.549,0.333,1,17,0.0379,0.0394,0,0.0,0.987,0.053,0.027,0.082,26,dwa
False,collision,431,215.0,212.19,295.85,0.7172,0.7267,83.929,0.243,1,29,0.0673,0.0755,0,0.0,0.985,0.054,0.025,0.071,27,dwa
False,collision,440,219.5,208.77,295.85,0.7057,0.7419,87.478,0.367,1,18,0.0409,0.0485,0,0.0,0.95,0.054,0.114,0.412,28,dwa
False,collision,434,216.5,206.38,295.85,0.6976,0.7318,90.033,0.152,1,18,0.0415,0.0427,0,0.0,0.952,0.075,0.097,0.336,29,dwa
False,collision,449,224.0,211.608,295.85,0.7153,0.7571,85.323,0.316,1,14,0.0312,0.0334,0,0.0,0.943,0.067,0.104,0.346,30,dwa
False,collision,434,216.5,211.2,295.85,0.7139,0.7318,85.148,0.273,1,24,0.0553,0.0563,0,0.0,0.974,0.053,0.041,0.135,31,dwa
False,collision,419,209.0,205.95,295.85,0.6961,0.7064,90.096,0.213,1,14,0.0334,0.0334,0,0.0,0.984,0.052,0.023,0.068,32,dwa
False,collision,79,39.0,36.13,295.85,0.1221,0.1318,259.797,0.148,1,3,0.038,0.038,0,0.0,0.918,0.088,0.176,0.588,33,dwa
False,collision,431,215.0,211.17,295.85,0.7138,0.7267,85.362,0.283,1,16,0.0371,0.0375,0,0.0,0.981,0.055,0.026,0.07,34,dwa
False,collision,444,221.5,214.857,295.85,0.7262,0.7487,82.674,0.085,1,29,0.0653,0.0653,0,0.0,0.969,0.071,0.038,0.106,35,dwa
False,collision,427,213.0,211.09,295.85,0.7135,0.72,85.172,0.213,1,33,0.0773,0.0782,0,0.0,0.989,0.051,0.016,0.034,36,dwa
False,collision,417,208.0,205.33,295.85,0.694,0.7031,90.874,0.218,1,13,0.0312,0.0319,0,0.0,0.986,0.051,0.023,0.063,37,dwa
False,collision,627,313.0,295.439,295.85,0.9986,1.058,3.694,0.197,1,60,0.0957,0.1036,0,0.0,0.943,0.093,0.076,0.204,38,dwa
False,collision,421,210.0,206.36,295.85,0.6975,0.7098,89.827,0.227,1,28,0.0665,0.0724,0,0.0,0.981,0.061,0.028,0.091,39,dwa
False,collision,102,50.5,47.13,295.85,0.1593,0.1707,249.095,0.22,1,9,0.0882,0.0882,0,0.0,0.927,0.1,0.151,0.498,40,dwa
False,collision,428,213.5,212.84,295.85,0.7194,0.7216,83.199,0.379,1,10,0.0234,0.024,0,0.0,0.995,0.047,0.008,0.015,41,dwa
