number,value,datetime_start,datetime_complete,duration,params_centerline_cost_gain,params_goal_cost_gain,params_obstacle_cost_gain,params_predict_time,params_social_distance,params_speed_cost_gain,state
0,0.2971361111111111,2026-08-11 21:06:51.311305,2026-08-11 21:08:50.855910,0 days 00:01:59.544605,0.07821210768011508,2.2123322991714236,0.8747064810385992,2.7366778109965093,1.1104835243733218,0.6084336604281838,COMPLETE
1,0.5972472222222223,2026-08-11 21:08:50.855910,2026-08-11 21:10:54.897988,0 days 00:02:04.042078,0.25574909304801713,3.193899688326231,0.5649268471624099,2.4252441915355387,0.981784411728195,1.7937179620011747,COMPLETE
2,0.5962833333333334,2026-08-11 21:10:54.897988,2026-08-11 21:12:59.859219,0 days 00:02:04.961231,0.02134489891207622,3.4266287973643252,0.2532223316692518,2.7905247710630103,1.315881830102732,0.12371433997667479,COMPLETE
3,0.3007166666666667,2026-08-11 21:12:59.859219,2026-08-11 21:16:35.921164,0 days 00:03:36.061945,0.0883385892406494,3.05259553030003,1.7414595755201463,3.378838902659581,1.2585820939151011,1.875909218317793,COMPLETE
4,0.29805,2026-08-11 21:16:35.921164,2026-08-11 21:18:33.665874,0 days 00:01:57.744710,0.10728589859999589,1.8918045739726355,2.582538780003099,1.5311683924330128,0.856128133989576,0.15364092985079622,COMPLETE
