number,value,datetime_start,datetime_complete,duration,params_centerline_cost_gain,params_goal_cost_gain,params_obstacle_cost_gain,params_predict_time,params_social_distance,params_speed_cost_gain,state
0,0.29741388888888887,2026-08-11 20:55:32.385896,2026-08-11 20:58:14.810146,0 days 00:02:42.424250,0.07821210768011508,2.2123322991714236,0.8747064810385992,2.7366778109965093,1.1104835243733218,0.6084336604281838,COMPLETE
1,0.5962916666666667,2026-08-11 20:58:14.810146,2026-08-11 21:00:07.822885,0 days 00:01:53.012739,0.25574909304801713,3.193899688326231,0.5649268471624099,2.4252441915355387,0.981784411728195,1.7937179620011747,COMPLETE
2,0.44309166666666666,2026-08-11 21:00:07.822885,2026-08-11 21:02:28.366068,0 days 00:02:20.543183,0.02134489891207622,3.4266287973643252,0.2532223316692518,2.7905247710630103,1.315881830102732,0.12371433997667479,COMPLETE
3,0.44668333333333327,2026-08-11 21:02:28.366068,2026-08-11 21:05:01.143543,0 days 00:02:32.777475,0.0883385892406494,3.05259553030003,1.7414595755201463,3.378838902659581,1.2585820939151011,1.875909218317793,COMPLETE
4,0.15269722222222223,2026-08-11 21:05:01.143543,2026-08-11 21:06:50.769795,0 days 00:01:49.626252,0.10728589859999589,1.8918045739726355,2.582538780003099,1.5311683924330128,0.856128133989576,0.15364092985079622,COMPLETE
