success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,algorithm,seed
False,collision,61,30.0,29.625,295.875,0.1001,0.1014,266.325,0.401,1,8,0.1311,0.1311,0,0.0,0.975,0.077,0.025,0.017,teb,1
False,collision,26,12.5,12.125,295.875,0.041,0.0422,283.774,0.338,1,5,0.1923,0.1923,0,0.0,0.942,0.067,0.06,0.042,teb,2
False,collision,230,114.5,114.125,295.875,0.3857,0.387,181.78,0.21,1,14,0.0609,0.0609,0,0.0,0.993,0.011,0.007,0.004,teb,3
False,collision,36,17.5,17.125,295.875,0.0579,0.0591,278.754,0.414,1,9,0.25,0.25,0,0.0,0.958,0.021,0.043,0.029,teb,4
False,collision,260,129.5,129.125,295.875,0.4364,0.4377,166.762,0.246,1,26,0.1,0.1,0,0.0,0.994,0.005,0.006,0.004,teb,5
False,collision,70,34.5,34.125,295.875,0.1153,0.1166,261.798,0.4,1,14,0.2,0.2,0,0.0,0.979,0.051,0.022,0.015,teb,6
False,collision,27,13.0,12.625,295.875,0.0427,0.0439,283.255,0.347,1,6,0.2222,0.2222,0,0.0,0.944,0.04,0.058,0.04,teb,7
False,collision,228,113.5,113.125,295.875,0.3823,0.3836,182.76,0.281,1,28,0.1228,0.1228,0,0.0,0.993,0.006,0.007,0.004,teb,8
False,collision,222,110.5,110.125,295.875,0.3722,0.3735,185.759,0.36,1,3,0.0135,0.0135,0,0.0,0.993,0.005,0.007,0.005,teb,9
False,collision,45,22.0,21.625,295.875,0.0731,0.0744,274.275,0.338,1,7,0.1556,0.1556,0,0.0,0.967,0.046,0.034,0.023,teb,10
False,collision,436,217.5,217.125,295.875,0.7338,0.7351,78.845,0.357,1,15,0.0344,0.0394,0,0.0,0.997,0.013,0.003,0.002,teb,11
