time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9935,-0.04363,0.3,-0.08727,295.8501,2.8502,walk_east_mid.0,192.8474,0.3,-0.08727,0.3,-0.08727,Sidewalk
1.0,2.3889,4.0144,0.08727,0.48,0.2618,295.6111,3.1002,walk_east_mid.0,192.4361,0.48,0.2618,0.48,0.2618,Sidewalk
1.5,2.6475,4.06,0.17453,0.525,0.17453,295.3526,3.2501,walk_east_mid.0,192.0751,0.525,0.17453,0.525,0.17453,Sidewalk
2.0,2.955,4.1281,0.21817,0.63,0.08727,295.045,3.3925,walk_east_mid.0,191.7318,0.63,0.08727,0.63,0.08727,Sidewalk
2.5,3.351,4.1628,0.08727,0.795,-0.2618,294.6491,3.4279,walk_east_mid.0,191.4413,0.795,-0.2618,0.795,-0.2618,Sidewalk
3.0,3.7079,4.2098,0.1309,0.72,0.08727,294.2922,3.4919,walk_east_mid.0,191.199,0.72,0.08727,0.72,0.08727,Sidewalk
3.5,4.0304,4.2098,-0.0,0.645,-0.2618,293.9697,3.6299,walk_east_mid.0,190.9139,0.645,-0.2618,0.645,-0.2618,Sidewalk
4.0,4.404,4.1771,-0.08727,0.75,-0.17453,293.5961,3.7531,walk_east_mid.0,190.5231,0.75,-0.17453,0.75,-0.17453,Sidewalk
4.5,4.7415,4.1771,-0.0,0.675,0.17453,293.2586,3.9101,walk_east_mid.0,190.247,0.675,0.17453,0.675,0.17453,Sidewalk
5.0,5.1001,4.1457,-0.08727,0.72,-0.17453,292.8999,4.0439,walk_east_mid.0,189.9274,0.72,-0.17453,0.72,-0.17453,Sidewalk
5.5,5.5091,4.0919,-0.1309,0.825,-0.08727,292.4909,4.0739,walk_east_mid.0,189.6437,0.825,-0.08727,0.825,-0.08727,Sidewalk
6.0,5.9437,4.0729,-0.04363,0.87,0.17453,292.0564,4.0915,walk_east_mid.0,189.2678,0.87,0.17453,0.87,0.17453,Sidewalk
6.5,6.3396,4.0382,-0.08727,0.795,-0.08727,291.6604,4.1941,walk_east_mid.0,189.0392,0.795,-0.08727,0.795,-0.08727,Sidewalk
7.0,6.7858,3.9795,-0.1309,0.9,-0.08727,291.2142,4.196,walk_east_mid.0,188.6336,0.9,-0.08727,0.9,-0.08727,Sidewalk
7.5,7.2279,3.9602,-0.04363,0.885,0.17453,290.7721,4.1868,walk_east_mid.0,188.4108,0.885,0.17453,0.885,0.17453,Sidewalk
8.0,7.6612,3.9223,-0.08727,0.87,-0.08727,290.3388,4.1677,walk_east_mid.0,188.1468,0.87,-0.08727,0.87,-0.08727,Sidewalk
8.5,8.0887,3.9223,-0.0,0.855,0.17453,289.9113,4.2065,walk_east_mid.0,187.8065,0.855,0.17453,0.855,0.17453,Sidewalk
9.0,8.5083,3.904,-0.04363,0.84,-0.08727,289.4917,4.2118,walk_east_mid.0,187.6179,0.84,-0.08727,0.84,-0.08727,Sidewalk
9.5,8.9491,3.8654,-0.08727,0.885,-0.08727,289.0509,4.1974,walk_east_mid.0,187.2515,0.885,-0.08727,0.885,-0.08727,Sidewalk
