success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,collision,472,235.5,220.85,295.85,0.7465,0.796,76.007,0.182,1,15,0.0318,0.0342,0,0.0,0.936,0.083,0.126,0.443,1,dwa
False,collision,442,220.5,211.65,295.85,0.7154,0.7453,85.416,0.157,1,40,0.0905,0.0959,0,0.0,0.958,0.067,0.053,0.152,2,dwa
False,max_time,1801,900.0,171.47,295.85,0.5796,3.0421,124.669,0.504,0,12,0.0067,0.0067,0,0.0,0.191,0.066,0.008,0.021,3,dwa
False,collision,429,214.0,204.37,295.85,0.6908,0.7233,91.768,0.311,1,14,0.0326,0.0365,0,0.0,0.953,0.052,0.08,0.261,4,dwa
False,max_time,1801,900.0,129.77,295.85,0.4386,3.0421,166.493,0.485,0,22,0.0122,0.0122,0,0.0,0.144,0.067,0.002,0.004,5,dwa
False,collision,490,244.5,227.828,295.85,0.7701,0.8264,70.436,0.263,1,22,0.0449,0.051,0,0.0,0.931,0.097,0.124,0.418,6,dwa
False,collision,499,249.0,243.07,295.85,0.8216,0.8416,53.581,0.119,1,26,0.0521,0.0538,0,0.0,0.975,0.056,0.043,0.138,7,dwa
False,collision,422,210.5,206.67,295.85,0.6986,0.7115,89.77,0.249,1,15,0.0355,0.0362,0,0.0,0.98,0.057,0.023,0.055,8,dwa
False,max_time,1801,900.0,168.05,295.85,0.568,3.0421,128.183,0.523,0,6,0.0033,0.0033,0,0.0,0.187,0.066,0.013,0.047,9,dwa
False,collision,203,101.0,89.39,295.85,0.3021,0.3414,207.982,0.24,1,17,0.0837,0.0837,0,0.0,0.882,0.123,0.261,0.926,10,dwa
False,collision,438,218.5,216.44,295.85,0.7316,0.7385,79.642,0.268,1,4,0.0091,0.0106,0,0.0,0.989,0.052,0.015,0.035,11,dwa
False,collision,431,215.0,204.02,295.85,0.6896,0.7267,92.812,0.219,1,19,0.0441,0.0455,0,0.0,0.947,0.081,0.065,0.211,12,dwa
False,collision,425,212.0,207.03,295.85,0.6998,0.7166,89.219,0.172,1,17,0.04,0.04,0,0.0,0.975,0.055,0.034,0.098,13,dwa
False,collision,414,206.5,204.08,295.85,0.6898,0.698,92.003,0.269,1,6,0.0145,0.0157,0,0.0,0.987,0.049,0.022,0.052,14,dwa
False,collision,621,310.0,215.0,295.85,0.7267,1.0478,82.899,0.306,1,36,0.058,0.0591,0,0.0,0.693,0.075,0.099,0.323,15,dwa
False,collision,480,239.5,232.33,295.85,0.7853,0.8095,64.527,0.396,1,29,0.0604,0.0624,0,0.0,0.969,0.066,0.043,0.109,16,dwa
False,collision,516,257.5,243.56,295.85,0.8233,0.8704,53.345,0.286,1,52,0.1008,0.101,0,0.0,0.945,0.083,0.116,0.386,17,dwa
False,collision,465,232.0,214.33,295.85,0.7245,0.7842,83.276,0.312,1,28,0.0602,0.0607,0,0.0,0.922,0.088,0.154,0.546,18,dwa
False,collision,427,213.0,209.23,295.85,0.7072,0.72,87.098,0.383,1,18,0.0422,0.0499,0,0.0,0.981,0.056,0.03,0.08,19,dwa
False,collision,420,209.5,206.86,295.85,0.6992,0.7081,89.176,0.306,1,13,0.031,0.0349,0,0.0,0.986,0.05,0.024,0.07,20,dwa
False,collision,441,220.0,216.35,295.85,0.7313,0.7436,80.048,0.326,1,11,0.0249,0.0249,0,0.0,0.982,0.057,0.029,0.083,21,dwa
False,collision,482,240.5,210.74,295.85,0.7123,0.8129,85.84,0.189,1,27,0.056,0.0565,0,0.0,0.875,0.062,0.172,0.579,22,dwa
