time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9961,-0.02618,0.3,-0.05236,295.8501,2.8501,walk_east_mid.0,369.7373,0.3,-0.05236,0.3,-0.05236,Sidewalk
1.0,2.4191,3.9749,-0.07854,0.54,-0.10472,295.5809,3.2202,walk_east_up.0,368.7106,0.54,-0.10472,0.54,-0.10472,Sidewalk
1.5,2.7349,3.9417,-0.10472,0.635,-0.05236,295.2651,3.5662,walk_east_up.0,367.8872,0.635,-0.05236,0.635,-0.05236,Sidewalk
2.0,3.0979,3.9035,-0.10472,0.73,-0.0,294.9021,3.8616,walk_east_up.0,366.9293,0.73,-0.0,0.73,-0.0,Sidewalk
2.5,3.5068,3.8497,-0.1309,0.825,-0.05236,294.4932,4.0607,walk_east_up.0,366.0828,0.825,-0.05236,0.825,-0.05236,Sidewalk
3.0,3.9332,3.7936,-0.1309,0.86,-0.0,294.0669,4.2273,walk_east_up.0,365.1805,0.86,-0.0,0.86,-0.0,Sidewalk
3.5,4.4081,3.7437,-0.10472,0.955,0.05236,293.5921,4.4279,walk_east_up.0,364.46,0.955,0.05236,0.955,0.05236,Sidewalk
4.0,4.9003,3.6919,-0.10472,0.99,-0.0,293.0998,4.552,walk_east_up.0,363.4595,0.99,-0.0,0.99,-0.0,Sidewalk
4.5,5.4113,3.6517,-0.07854,1.025,0.05236,292.5889,4.7205,walk_east_up.0,362.8522,1.025,0.05236,1.025,0.05236,Sidewalk
5.0,5.9695,3.6078,-0.07854,1.12,-0.0,292.0307,4.7375,walk_east_up.0,361.6808,1.12,-0.0,1.12,-0.0,Sidewalk
5.5,6.5163,3.5791,-0.05236,1.095,0.05236,291.484,4.8692,walk_east_up.0,361.3352,1.095,0.05236,1.095,0.05236,Sidewalk
6.0,7.0805,3.5496,-0.05236,1.13,-0.0,290.9198,4.927,walk_east_up.0,360.0386,1.13,-0.0,1.13,-0.0,Sidewalk
6.5,7.6328,3.5351,-0.02618,1.105,0.05236,290.3676,4.9929,walk_east_up.0,359.8533,1.105,0.05236,1.105,0.05236,Sidewalk
7.0,8.2026,3.5202,-0.02618,1.14,-0.0,289.7978,4.9888,walk_east_up.0,358.6437,1.14,-0.0,1.14,-0.0,Sidewalk
7.5,8.7301,3.5202,-0.0,1.055,0.05236,289.2703,5.1069,walk_east_up.0,358.4105,1.055,0.05236,1.055,0.05236,Sidewalk
8.0,9.3051,3.5202,-0.0,1.15,-0.0,288.6953,5.2137,walk_east_up.0,357.1709,1.15,-0.0,1.15,-0.0,Sidewalk
8.5,9.8374,3.5062,-0.02618,1.065,-0.05236,288.163,5.2975,walk_east_up.0,356.4825,1.065,-0.05236,1.065,-0.05236,Sidewalk
9.0,10.4172,3.491,-0.02618,1.16,-0.0,287.5832,5.3818,walk_east_up.0,355.5584,1.16,-0.0,1.16,-0.0,Sidewalk
9.5,10.9847,3.491,-0.0,1.135,0.05236,287.0157,5.4584,walk_east_up.0,355.1569,1.135,0.05236,1.135,0.05236,Sidewalk
10.0,11.5697,3.491,-0.0,1.17,-0.0,286.4307,5.5096,walk_east_up.0,354.0751,1.17,-0.0,1.17,-0.0,Sidewalk
10.5,12.142,3.506,0.02618,1.145,0.05236,285.8584,5.5625,walk_east_up.0,353.6543,1.145,0.05236,1.145,0.05236,Sidewalk
11.0,12.7019,3.5207,0.02618,1.12,-0.0,285.2985,5.6107,walk_east_up.0,352.7751,1.12,-0.0,1.12,-0.0,Sidewalk
11.5,13.2794,3.5207,-0.0,1.155,-0.05236,284.721,5.6408,walk_east_up.0,351.775,1.155,-0.05236,1.155,-0.05236,Sidewalk
12.0,13.8444,3.5207,-0.0,1.13,-0.0,284.156,5.7016,walk_east_up.0,351.2344,1.13,-0.0,1.13,-0.0,Sidewalk
12.5,14.4267,3.5359,0.02618,1.165,0.05236,283.5737,5.6862,walk_east_up.0,350.6638,1.165,0.05236,1.165,0.05236,Sidewalk
13.0,14.9965,3.5509,0.02618,1.14,-0.0,283.0039,5.6989,walk_east_up.0,349.812,1.14,-0.0,1.14,-0.0,Sidewalk
13.5,15.584,3.5509,-0.0,1.175,-0.05236,282.4164,5.6787,walk_east_up.0,348.8192,1.175,-0.05236,1.175,-0.05236,Sidewalk
14.0,16.159,3.5509,-0.0,1.15,-0.0,281.8414,5.6765,walk_east_up.0,348.307,1.15,-0.0,1.15,-0.0,Sidewalk
14.5,16.7213,3.5361,-0.02618,1.125,-0.05236,281.2791,5.705,walk_east_up.0,347.5445,1.125,-0.05236,1.125,-0.05236,Sidewalk
15.0,17.3011,3.521,-0.02618,1.16,-0.0,280.6993,5.8035,walk_east_up.0,346.7453,1.16,-0.0,1.16,-0.0,Sidewalk
15.5,17.8686,3.521,-0.0,1.135,0.05236,280.1318,5.8175,walk_east_up.0,346.2716,1.135,0.05236,1.135,0.05236,Sidewalk
16.0,18.4536,3.521,-0.0,1.17,-0.0,279.5468,5.7956,walk_east_up.0,345.314,1.17,-0.0,1.17,-0.0,Sidewalk
16.5,19.0259,3.5359,0.02618,1.145,0.05236,278.9745,5.797,walk_east_up.0,344.8537,1.145,0.05236,1.145,0.05236,Sidewalk
17.0,19.5857,3.5506,0.02618,1.12,-0.0,278.4147,5.7961,walk_east_up.0,344.0747,1.12,-0.0,1.12,-0.0,Sidewalk
17.5,20.1632,3.5506,-0.0,1.155,-0.05236,277.8372,5.8996,walk_east_up.0,343.0912,1.155,-0.05236,1.155,-0.05236,Sidewalk
18.0,20.7282,3.5506,-0.0,1.13,-0.0,277.2722,5.9132,walk_east_up.0,342.5359,1.13,-0.0,1.13,-0.0,Sidewalk
18.5,21.2805,3.5361,-0.02618,1.105,-0.05236,276.7199,5.9912,walk_east_up.0,341.8418,1.105,-0.05236,1.105,-0.05236,Sidewalk
19.0,21.8503,3.5212,-0.02618,1.14,-0.0,276.1501,6.0078,walk_east_up.0,341.0384,1.14,-0.0,1.14,-0.0,Sidewalk
19.5,22.4378,3.5212,-0.0,1.175,0.05236,275.5626,6.0043,walk_east_up.0,340.3525,1.175,0.05236,1.175,0.05236,Sidewalk
20.0,23.0128,3.5212,-0.0,1.15,-0.0,274.9876,6.0951,walk_east_up.0,339.5402,1.15,-0.0,1.15,-0.0,Sidewalk
20.5,23.5751,3.5359,0.02618,1.125,0.05236,274.4253,6.1091,walk_east_up.0,339.0324,1.125,0.05236,1.125,0.05236,Sidewalk
21.0,24.1549,3.5511,0.02618,1.16,-0.0,273.8455,6.1949,walk_east_up.0,338.0657,1.16,-0.0,1.16,-0.0,Sidewalk
21.5,24.7224,3.5511,-0.0,1.135,-0.05236,273.278,6.3019,walk_east_up.0,337.3551,1.135,-0.05236,1.135,-0.05236,Sidewalk
22.0,25.3074,3.5511,-0.0,1.17,-0.0,272.693,6.3676,walk_east_up.0,336.511,1.17,-0.0,1.17,-0.0,Sidewalk
22.5,25.8797,3.5661,0.02618,1.145,0.05236,272.1206,6.3964,walk_east_up.0,335.9711,1.145,0.05236,1.145,0.05236,Sidewalk
23.0,26.4395,3.5808,0.02618,1.12,-0.0,271.5608,6.4796,walk_east_up.0,335.2491,1.12,-0.0,1.12,-0.0,Sidewalk
23.5,27.017,3.5808,-0.0,1.155,-0.05236,270.9833,6.4829,walk_east_up.0,334.3714,1.155,-0.05236,1.155,-0.05236,Sidewalk
24.0,27.582,3.5808,-0.0,1.13,-0.0,270.4183,6.5071,walk_east_up.0,333.7665,1.13,-0.0,1.13,-0.0,Sidewalk
24.5,28.1643,3.5655,-0.02618,1.165,-0.05236,269.836,6.593,walk_east_up.0,332.8782,1.165,-0.05236,1.165,-0.05236,Sidewalk
25.0,28.7341,3.5506,-0.02618,1.14,-0.0,269.2663,6.6306,walk_east_up.0,332.2493,1.14,-0.0,1.14,-0.0,Sidewalk
25.5,29.3216,3.5506,-0.0,1.175,0.05236,268.6788,6.6537,walk_east_up.0,331.4607,1.175,0.05236,1.175,0.05236,Sidewalk
26.0,29.8966,3.5506,-0.0,1.15,-0.0,268.1038,6.6081,walk_east_mid.1,330.7504,1.15,-0.0,1.15,-0.0,Sidewalk
26.5,30.4589,3.5359,-0.02618,1.125,-0.05236,267.5415,6.496,walk_east_mid.1,330.1322,1.125,-0.05236,1.125,-0.05236,Sidewalk
