success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,max_time,1801,900.0,162.96,295.92,0.5507,2.7372,133.663,0.581,0,18,0.01,0.01,0,0.0,0.181,0.041,0.026,0.092,1,dwa
False,collision,207,103.0,82.698,295.92,0.2795,0.3133,223.02,0.295,1,33,0.1594,0.1594,0,0.0,0.8,0.181,0.153,0.461,2,dwa
False,collision,140,69.5,52.94,295.92,0.1789,0.2114,243.169,0.304,1,7,0.05,0.05,0,0.0,0.757,0.053,0.246,0.848,3,dwa
False,collision,502,250.5,206.06,295.92,0.6963,0.7619,90.117,0.257,1,7,0.0139,0.0141,0,0.0,0.821,0.04,0.168,0.605,4,dwa
False,collision,202,100.5,87.56,295.92,0.2959,0.3057,208.525,0.274,1,32,0.1584,0.1584,0,0.0,0.868,0.036,0.123,0.425,5,dwa
False,max_time,1801,900.0,133.18,295.92,0.4501,2.7372,163.132,0.875,0,10,0.0056,0.0056,0,0.0,0.148,0.038,0.02,0.069,6,dwa
False,max_time,1801,900.0,109.56,295.92,0.3702,2.7372,186.67,0.597,0,17,0.0094,0.0094,0,0.0,0.122,0.042,0.022,0.07,7,dwa
False,max_time,1801,900.0,117.44,295.92,0.3969,2.7372,183.835,0.49,0,5,0.0028,0.0028,0,0.0,0.131,0.043,0.02,0.072,8,dwa
False,max_time,1801,900.0,109.62,295.92,0.3704,2.7372,186.687,0.993,0,1,0.0006,0.0006,0,0.0,0.122,0.036,0.014,0.05,9,dwa
False,max_time,1801,900.0,124.579,295.92,0.421,2.7372,176.62,0.502,0,37,0.0205,0.0205,0,0.0,0.138,0.047,0.024,0.077,10,dwa
False,collision,490,244.5,208.62,295.92,0.705,0.7436,88.138,0.388,1,33,0.0673,0.0673,0,0.0,0.852,0.053,0.114,0.397,11,dwa
False,max_time,1801,900.0,135.78,295.92,0.4588,2.7372,160.472,0.872,0,13,0.0072,0.0072,0,0.0,0.151,0.041,0.028,0.098,12,dwa
False,max_time,1801,900.0,134.82,295.92,0.4556,2.7372,161.503,0.52,0,10,0.0056,0.0056,0,0.0,0.15,0.036,0.021,0.074,13,dwa
False,max_time,1801,900.0,123.58,295.92,0.4176,2.7372,172.6,1.069,0,0,0.0,0.0,0,0.0,0.137,0.036,0.019,0.07,14,dwa
False,max_time,1801,900.0,111.62,295.92,0.3772,2.7372,184.725,1.137,0,0,0.0,0.0,0,0.0,0.124,0.037,0.016,0.052,15,dwa
False,max_time,1801,900.0,106.72,295.92,0.3606,2.7372,189.507,0.849,0,14,0.0078,0.0078,0,0.0,0.119,0.037,0.015,0.055,16,dwa
False,collision,105,52.0,37.858,295.92,0.1279,0.1582,260.131,0.268,1,20,0.1905,0.1905,0,0.0,0.723,0.182,0.123,0.34,17,dwa
False,max_time,1801,900.0,114.5,295.92,0.3869,2.7372,181.979,0.754,0,17,0.0094,0.0094,0,0.0,0.127,0.042,0.025,0.089,18,dwa
False,collision,97,48.0,39.96,295.92,0.135,0.146,259.278,0.329,1,15,0.1546,0.1546,0,0.0,0.826,0.145,0.139,0.45,19,dwa
False,collision,167,83.0,72.42,295.92,0.2447,0.2524,223.544,0.275,1,17,0.1018,0.1018,0,0.0,0.868,0.036,0.115,0.402,20,dwa
False,max_time,1801,900.0,110.64,295.92,0.3739,2.7372,185.488,0.616,0,14,0.0078,0.0078,0,0.0,0.123,0.036,0.016,0.058,21,dwa
False,max_time,1801,900.0,109.16,295.92,0.3689,2.7372,187.186,1.089,0,0,0.0,0.0,0,0.0,0.121,0.036,0.028,0.1,22,dwa
False,max_time,1801,900.0,110.379,295.92,0.373,2.7372,189.734,0.471,0,40,0.0222,0.0222,0,0.0,0.123,0.046,0.022,0.075,23,dwa
False,max_time,1801,900.0,112.98,295.92,0.3818,2.7372,183.255,0.646,0,21,0.0117,0.0117,0,0.0,0.126,0.036,0.018,0.066,24,dwa
False,collision,481,240.0,203.88,295.92,0.689,0.7299,92.551,0.382,1,44,0.0915,0.0915,0,0.0,0.848,0.048,0.132,0.444,25,dwa
False,max_time,1801,900.0,122.1,295.92,0.4126,2.7372,174.461,0.608,0,11,0.0061,0.0061,0,0.0,0.136,0.037,0.024,0.081,26,dwa
False,collision,209,104.0,80.46,295.92,0.2719,0.3163,217.756,0.094,1,27,0.1292,0.1292,0,0.0,0.771,0.121,0.162,0.572,27,dwa
False,max_time,1801,900.0,124.98,295.92,0.4223,2.7372,171.203,1.58,0,0,0.0,0.0,0,0.0,0.139,0.036,0.031,0.116,28,dwa
False,max_time,1801,900.0,117.0,295.92,0.3954,2.7372,179.272,1.613,0,0,0.0,0.0,0,0.0,0.13,0.037,0.015,0.056,29,dwa
False,max_time,1801,900.0,106.84,295.92,0.361,2.7372,189.387,1.598,0,0,0.0,0.0,0,0.0,0.119,0.036,0.013,0.046,30,dwa
False,max_time,1801,900.0,121.76,295.92,0.4115,2.7372,174.649,0.92,0,1,0.0006,0.0006,0,0.0,0.135,0.037,0.018,0.061,31,dwa
False,max_time,1801,900.0,111.98,295.92,0.3784,2.7372,184.436,0.547,0,17,0.0094,0.0094,0,0.0,0.124,0.036,0.02,0.071,32,dwa
