time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1499,3.9948,-0.03491,0.3,-0.06981,295.8501,2.8502,walk_east_mid.0,590.7342,0.3,-0.06981,0.3,-0.06981,Sidewalk
1.0,2.4492,3.9738,-0.06981,0.6,-0.06981,295.5508,3.0245,walk_east_mid.0,588.4791,0.6,-0.06981,0.6,-0.06981,Sidewalk
1.5,2.8967,3.9268,-0.10472,0.9,-0.06981,295.1033,3.0474,walk_east_mid.0,586.4979,0.9,-0.06981,0.9,-0.06981,Sidewalk
2.0,3.3819,3.8586,-0.13963,0.98,-0.06981,294.6181,3.0808,walk_east_mid.0,584.8293,0.98,-0.06981,0.98,-0.06981,Sidewalk
2.5,3.8816,3.8412,-0.03491,1.0,0.20944,294.1184,3.0662,walk_east_mid.0,584.0789,1.0,0.20944,1.0,0.20944,Sidewalk
3.0,4.3813,3.8586,0.03491,1.0,0.13963,293.6187,2.9976,walk_east_mid.0,583.7009,1.0,0.13963,1.0,0.13963,Sidewalk
3.5,4.7713,3.8586,-0.0,0.78,-0.06981,293.2287,3.0909,walk_east_mid.0,583.2017,0.78,-0.06981,0.78,-0.06981,Sidewalk
4.0,5.271,3.8412,-0.03491,1.0,-0.06981,292.729,3.1071,walk_east_mid.0,581.8894,1.0,-0.06981,1.0,-0.06981,Sidewalk
4.5,5.7698,3.8063,-0.06981,1.0,-0.06981,292.2303,3.058,walk_east_mid.0,580.1623,1.0,-0.06981,1.0,-0.06981,Sidewalk
5.0,6.2671,3.754,-0.10472,1.0,-0.06981,291.733,2.9911,walk_east_mid.0,578.7977,1.0,-0.06981,1.0,-0.06981,Sidewalk
5.5,6.7671,3.754,-0.0,1.0,0.20944,291.233,3.0088,walk_east_mid.0,578.4247,1.0,0.20944,1.0,0.20944,Sidewalk
6.0,7.2659,3.7889,0.06981,1.0,0.13963,290.7342,2.9719,walk_east_mid.0,577.788,1.0,0.13963,1.0,0.13963,Sidewalk
6.5,7.6456,3.8022,0.03491,0.76,-0.06981,290.3544,3.0362,walk_east_mid.0,577.6226,0.76,-0.06981,0.76,-0.06981,Sidewalk
7.0,8.0556,3.8022,-0.0,0.82,-0.06981,289.9444,3.1244,walk_east_mid.0,576.4716,0.82,-0.06981,0.82,-0.06981,Sidewalk
7.5,8.5553,3.7847,-0.03491,1.0,-0.06981,289.4448,3.0687,walk_east_mid.0,574.9633,1.0,-0.06981,1.0,-0.06981,Sidewalk
8.0,9.0541,3.7498,-0.06981,1.0,-0.06981,288.946,3.0589,walk_east_mid.0,573.407,1.0,-0.06981,1.0,-0.06981,Sidewalk
8.5,9.5514,3.6976,-0.10472,1.0,-0.06981,288.4488,3.0806,walk_east_mid.0,572.1162,1.0,-0.06981,1.0,-0.06981,Sidewalk
9.0,10.0514,3.6976,-0.0,1.0,0.20944,287.9488,3.0161,walk_east_mid.0,572.0021,1.0,0.20944,1.0,0.20944,Sidewalk
9.5,10.5501,3.7324,0.06981,1.0,0.13963,287.45,3.0164,walk_east_mid.0,571.5655,1.0,0.13963,1.0,0.13963,Sidewalk
10.0,10.9399,3.7461,0.03491,0.78,-0.06981,287.0602,3.0826,walk_east_mid.0,570.8644,0.78,-0.06981,0.78,-0.06981,Sidewalk
10.5,11.3699,3.7461,-0.0,0.86,-0.06981,286.6302,3.1379,walk_east_mid.0,569.7013,0.86,-0.06981,0.86,-0.06981,Sidewalk
11.0,11.8696,3.7286,-0.03491,1.0,-0.06981,286.1305,3.0662,walk_east_mid.0,568.0443,1.0,-0.06981,1.0,-0.06981,Sidewalk
11.5,12.3684,3.6937,-0.06981,1.0,-0.06981,285.6318,3.0902,walk_east_mid.0,566.6265,1.0,-0.06981,1.0,-0.06981,Sidewalk
12.0,12.8259,3.6456,-0.10472,0.92,-0.06981,285.1744,3.135,walk_east_mid.0,565.9733,0.92,-0.06981,0.92,-0.06981,Sidewalk
12.5,13.3259,3.6456,-0.0,1.0,0.20944,284.6744,3.0759,walk_east_mid.0,565.5842,1.0,0.20944,1.0,0.20944,Sidewalk
