success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,seed,algorithm
False,collision,471,235.0,221.24,295.85,0.7478,0.7943,75.653,0.176,1,13,0.0276,0.0297,0,0.0,0.94,0.081,0.127,0.443,1,dwa
False,collision,453,226.0,214.386,295.85,0.7246,0.7639,85.114,0.127,1,43,0.0949,0.1039,0,0.0,0.947,0.103,0.08,0.233,2,dwa
False,max_time,1801,900.0,171.49,295.85,0.5797,3.0421,124.657,0.504,0,12,0.0067,0.0067,0,0.0,0.191,0.066,0.008,0.019,3,dwa
False,collision,452,225.5,206.15,295.85,0.6968,0.7622,90.297,0.141,1,12,0.0265,0.031,0,0.0,0.913,0.063,0.163,0.575,4,dwa
False,collision,433,216.0,209.67,295.85,0.7087,0.7301,87.272,0.317,1,22,0.0508,0.0508,0,0.0,0.969,0.065,0.029,0.068,5,dwa
False,collision,545,272.0,247.829,295.85,0.8377,0.9194,52.264,0.341,1,38,0.0697,0.0768,0,0.0,0.91,0.114,0.145,0.458,6,dwa
False,collision,457,228.0,222.92,295.85,0.7535,0.7707,73.491,0.255,1,17,0.0372,0.0385,0,0.0,0.976,0.054,0.041,0.13,7,dwa
False,collision,422,210.5,206.9,295.85,0.6993,0.7115,89.552,0.081,1,14,0.0332,0.0338,0,0.0,0.981,0.057,0.025,0.063,8,dwa
False,max_time,1801,900.0,168.06,295.85,0.5681,3.0421,128.183,0.486,0,6,0.0033,0.0033,0,0.0,0.187,0.066,0.013,0.046,9,dwa
False,collision,62,30.5,26.68,295.85,0.0902,0.1031,269.239,0.297,1,3,0.0484,0.0484,0,0.0,0.865,0.082,0.309,1.069,10,dwa
False,collision,423,211.0,208.23,295.85,0.7038,0.7132,87.858,0.157,1,4,0.0095,0.011,0,0.0,0.985,0.055,0.01,0.018,11,dwa
False,collision,448,223.5,208.14,295.85,0.7035,0.7555,88.399,0.15,1,16,0.0357,0.0379,0,0.0,0.93,0.083,0.102,0.339,12,dwa
False,collision,470,234.5,222.6,295.85,0.7524,0.7926,73.924,0.312,1,30,0.0638,0.0638,0,0.0,0.948,0.062,0.049,0.14,13,dwa
False,collision,415,207.0,204.42,295.85,0.691,0.6997,91.689,0.305,1,6,0.0145,0.0156,0,0.0,0.986,0.05,0.021,0.062,14,dwa
False,max_time,1801,900.0,184.38,295.85,0.6232,3.0421,112.273,0.522,0,31,0.0172,0.0172,0,0.0,0.205,0.069,0.025,0.087,15,dwa
False,collision,483,241.0,231.89,295.85,0.7838,0.8146,64.88,0.121,1,32,0.0663,0.0684,0,0.0,0.961,0.066,0.044,0.124,16,dwa
False,collision,475,237.0,223.74,295.85,0.7563,0.8011,72.995,0.172,1,42,0.0884,0.0886,0,0.0,0.943,0.083,0.121,0.406,17,dwa
False,collision,467,233.0,214.06,295.85,0.7235,0.7876,83.535,0.214,1,29,0.0621,0.0626,0,0.0,0.917,0.091,0.15,0.524,18,dwa
False,collision,430,214.5,208.05,295.85,0.7032,0.725,88.504,0.261,1,18,0.0419,0.0496,0,0.0,0.968,0.063,0.034,0.073,19,dwa
False,collision,423,211.0,207.54,295.85,0.7015,0.7132,89.458,0.252,1,17,0.0402,0.0453,0,0.0,0.982,0.059,0.022,0.065,20,dwa
False,collision,441,220.0,215.93,295.85,0.7299,0.7436,80.441,0.139,1,11,0.0249,0.0249,0,0.0,0.98,0.057,0.027,0.072,21,dwa
False,collision,481,240.0,213.167,295.85,0.7205,0.8112,85.499,0.249,1,49,0.1019,0.1023,0,0.0,0.887,0.092,0.141,0.462,22,dwa
False,collision,467,233.0,222.208,295.85,0.7511,0.7876,74.823,0.168,1,16,0.0343,0.0412,0,0.0,0.952,0.074,0.063,0.183,23,dwa
False,collision,431,215.0,211.63,295.85,0.7153,0.7267,84.636,0.242,1,18,0.0418,0.0433,0,0.0,0.983,0.053,0.027,0.077,24,dwa
False,collision,485,242.0,226.51,295.85,0.7656,0.818,71.485,0.351,1,16,0.033,0.0341,0,0.0,0.935,0.091,0.135,0.454,25,dwa
False,collision,428,213.5,210.64,295.85,0.712,0.7216,85.81,0.272,1,16,0.0374,0.0386,0,0.0,0.985,0.051,0.028,0.087,26,dwa
False,collision,207,103.0,91.35,295.85,0.3088,0.3481,205.794,0.184,1,4,0.0193,0.0193,0,0.0,0.884,0.1,0.243,0.843,27,dwa
False,collision,491,245.0,225.9,295.85,0.7636,0.8281,70.548,0.089,1,12,0.0244,0.0286,0,0.0,0.921,0.058,0.142,0.478,28,dwa
False,collision,483,241.0,223.56,295.85,0.7557,0.8146,73.306,0.374,1,22,0.0455,0.0466,0,0.0,0.926,0.084,0.108,0.367,29,dwa
False,collision,435,217.0,206.43,295.85,0.6978,0.7335,89.735,0.322,1,9,0.0207,0.0222,0,0.0,0.95,0.052,0.077,0.258,30,dwa
False,collision,485,242.0,216.42,295.85,0.7315,0.818,80.122,0.227,1,15,0.0309,0.0314,0,0.0,0.893,0.053,0.108,0.39,31,dwa
False,collision,421,210.0,205.27,295.85,0.6938,0.7098,90.987,0.109,1,12,0.0285,0.0285,0,0.0,0.976,0.057,0.032,0.091,32,dwa
False,collision,436,217.5,205.46,295.85,0.6945,0.7352,91.299,0.233,1,29,0.0665,0.0678,0,0.0,0.943,0.078,0.124,0.423,33,dwa
False,collision,436,217.5,210.29,295.85,0.7108,0.7352,86.292,0.149,1,19,0.0436,0.0438,0,0.0,0.965,0.059,0.053,0.17,34,dwa
False,collision,442,220.5,215.89,295.85,0.7297,0.7453,80.674,0.117,1,19,0.043,0.043,0,0.0,0.978,0.056,0.038,0.109,35,dwa
False,max_time,1801,900.0,123.01,295.85,0.4158,3.0421,173.369,0.477,0,11,0.0061,0.0061,0,0.0,0.137,0.068,0.004,0.009,36,dwa
False,collision,434,216.5,211.6,295.85,0.7152,0.7318,84.744,0.097,1,14,0.0323,0.0345,0,0.0,0.976,0.058,0.031,0.092,37,dwa
False,collision,440,219.5,208.06,295.85,0.7033,0.7419,88.395,0.265,1,29,0.0659,0.0757,0,0.0,0.946,0.066,0.075,0.237,38,dwa
False,collision,623,311.0,294.716,295.85,0.9962,1.0512,5.262,0.29,1,45,0.0722,0.0806,0,0.0,0.947,0.109,0.074,0.212,39,dwa
False,collision,99,49.0,45.13,295.85,0.1525,0.1656,250.888,0.179,1,3,0.0303,0.0303,0,0.0,0.915,0.089,0.224,0.816,40,dwa
False,collision,446,222.5,218.82,295.85,0.7396,0.7521,77.499,0.155,1,12,0.0269,0.0276,0,0.0,0.982,0.056,0.023,0.049,41,dwa
