time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,total_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.1999,3.993,-0.03491,0.4,-0.06981,295.8001,2.8002,walk_east_mid.0,590.6002,0.4,-0.06981,0.4,-0.06981,Sidewalk
1.0,2.5896,3.9794,-0.03491,0.78,-0.0,295.4104,2.9123,walk_east_dn.0,588.4123,0.78,-0.0,0.78,-0.0,Sidewalk
1.5,2.9896,3.9794,0.0,0.8,0.06981,295.0104,2.9492,walk_east_up.0,587.6319,0.8,0.06981,0.8,0.06981,Sidewalk
2.0,3.4396,3.9794,0.0,0.9,-0.0,294.5604,2.9036,walk_east_up.0,586.4333,0.9,-0.0,0.9,-0.0,Sidewalk
2.5,3.8494,3.9651,-0.03491,0.82,-0.06981,294.1506,2.9489,walk_east_up.0,585.7905,0.82,-0.06981,0.82,-0.06981,Sidewalk
3.0,4.2791,3.9501,-0.03491,0.86,-0.0,293.7209,2.9656,walk_east_up.0,584.7116,0.86,-0.0,0.86,-0.0,Sidewalk
3.5,4.6881,3.9215,-0.06981,0.82,-0.06981,293.3119,2.9851,walk_east_up.0,584.1226,0.82,-0.06981,0.82,-0.06981,Sidewalk
4.0,5.1071,3.8922,-0.06981,0.84,-0.0,292.8929,3.0048,walk_east_up.0,583.0728,0.84,-0.0,0.84,-0.0,Sidewalk
4.5,5.5468,3.8768,-0.03491,0.88,0.06981,292.4532,3.0124,walk_east_up.0,582.1683,0.88,0.06981,0.88,0.06981,Sidewalk
5.0,5.9966,3.8611,-0.03491,0.9,-0.0,292.0035,2.964,walk_east_up.0,581.0778,0.9,-0.0,0.9,-0.0,Sidewalk
5.5,6.4255,3.8311,-0.06981,0.86,-0.06981,291.5745,2.9974,walk_east_up.0,580.4177,0.86,-0.06981,0.86,-0.06981,Sidewalk
6.0,6.8644,3.8004,-0.06981,0.88,-0.0,291.1356,2.9877,walk_east_up.0,579.333,0.88,-0.0,0.88,-0.0,Sidewalk
6.5,7.302,3.7545,-0.10472,0.88,-0.06981,290.6981,2.9713,walk_east_up.0,578.5708,0.88,-0.06981,0.88,-0.06981,Sidewalk
7.0,7.7396,3.7085,-0.10472,0.88,-0.0,290.2605,2.9797,walk_east_up.0,577.5688,0.88,-0.0,0.88,-0.0,Sidewalk
7.5,8.2085,3.6757,-0.06981,0.94,0.06981,289.7917,2.9493,walk_east_up.0,576.4532,0.94,0.06981,0.94,0.06981,Sidewalk
8.0,8.6674,3.6436,-0.06981,0.92,-0.0,289.3329,2.9479,walk_east_up.0,575.5527,0.92,-0.0,0.92,-0.0,Sidewalk
8.5,9.1348,3.5945,-0.10472,0.94,-0.06981,288.8655,2.9304,walk_east_up.0,574.5317,0.94,-0.06981,0.94,-0.06981,Sidewalk
9.0,9.5923,3.5464,-0.10472,0.92,-0.0,288.4081,2.9031,walk_east_up.0,573.7082,0.92,-0.0,0.92,-0.0,Sidewalk
9.5,10.0511,3.5143,-0.06981,0.92,0.06981,287.9493,2.9257,walk_east_up.0,572.7444,0.92,0.06981,0.92,0.06981,Sidewalk
10.0,10.51,3.4822,-0.06981,0.92,-0.0,287.4904,2.8855,walk_east_up.0,571.877,0.92,-0.0,0.92,-0.0,Sidewalk
10.5,10.9797,3.4658,-0.03491,0.94,0.06981,287.0208,2.8904,walk_east_up.0,570.7196,0.94,0.06981,0.94,0.06981,Sidewalk
11.0,11.4495,3.4494,-0.03491,0.94,-0.0,286.5511,2.8916,walk_east_up.0,569.9135,0.94,-0.0,0.94,-0.0,Sidewalk
11.5,11.8984,3.418,-0.06981,0.9,-0.06981,286.1022,2.8648,walk_east_up.0,568.9412,0.9,-0.06981,0.9,-0.06981,Sidewalk
12.0,12.3672,3.3852,-0.06981,0.94,-0.0,285.6335,2.8271,walk_east_up.0,567.9143,0.94,-0.0,0.94,-0.0,Sidewalk
12.5,12.8369,3.3688,-0.03491,0.94,0.06981,285.1638,2.7818,walk_east_up.0,566.8953,0.94,0.06981,0.94,0.06981,Sidewalk
13.0,13.3066,3.3524,-0.03491,0.94,-0.0,284.6941,2.7381,walk_east_up.0,565.9815,0.94,-0.0,0.94,-0.0,Sidewalk
13.5,13.7766,3.3524,-0.0,0.94,0.06981,284.2241,2.7261,walk_east_up.0,565.1427,0.94,0.06981,0.94,0.06981,Sidewalk
14.0,14.2466,3.3524,-0.0,0.94,-0.0,283.7541,2.7025,walk_east_up.0,563.9788,0.94,-0.0,0.94,-0.0,Sidewalk
14.5,14.6964,3.3367,-0.03491,0.9,-0.06981,283.3044,2.698,walk_east_up.0,563.1857,0.9,-0.06981,0.9,-0.06981,Sidewalk
15.0,15.1661,3.3203,-0.03491,0.94,-0.0,282.8347,2.672,walk_east_up.0,562.068,0.94,-0.0,0.94,-0.0,Sidewalk
15.5,15.6361,3.3203,-0.0,0.94,0.06981,282.3647,2.6017,walk_east_up.0,561.3606,0.94,0.06981,0.94,0.06981,Sidewalk
16.0,16.1061,3.3203,-0.0,0.94,-0.0,281.8947,2.5808,walk_east_up.0,560.1045,0.94,-0.0,0.94,-0.0,Sidewalk
16.5,16.5758,3.3367,0.03491,0.94,0.06981,281.425,2.5486,walk_east_up.0,559.6725,0.94,0.06981,0.94,0.06981,Sidewalk
17.0,17.0455,3.3531,0.03491,0.94,-0.0,280.9552,2.5271,walk_east_up.0,558.3025,0.94,-0.0,0.94,-0.0,Sidewalk
17.5,17.5155,3.3531,-0.0,0.94,-0.06981,280.4852,2.4635,walk_east_up.0,557.2463,0.94,-0.06981,0.94,-0.06981,Sidewalk
18.0,17.9855,3.3531,-0.0,0.94,-0.0,280.0152,2.4507,walk_east_up.0,556.3405,0.94,-0.0,0.94,-0.0,Sidewalk
18.5,18.4352,3.3374,-0.03491,0.9,-0.06981,279.5656,2.4349,walk_east_up.0,555.5608,0.9,-0.06981,0.9,-0.06981,Sidewalk
19.0,18.9049,3.321,-0.03491,0.94,-0.0,279.0959,2.4306,walk_east_up.0,554.4323,0.94,-0.0,0.94,-0.0,Sidewalk
19.5,19.3749,3.321,-0.0,0.94,0.06981,278.6259,2.4015,walk_east_up.0,553.8046,0.94,0.06981,0.94,0.06981,Sidewalk
20.0,19.8449,3.321,-0.0,0.94,-0.0,278.1559,2.3323,walk_east_up.0,552.6067,0.94,-0.0,0.94,-0.0,Sidewalk
20.5,20.3147,3.3374,0.03491,0.94,0.06981,277.6861,2.3265,walk_east_up.0,552.0489,0.94,0.06981,0.94,0.06981,Sidewalk
21.0,20.7844,3.3538,0.03491,0.94,-0.0,277.2164,2.2561,walk_east_up.0,550.8235,0.94,-0.0,0.94,-0.0,Sidewalk
21.5,21.2544,3.3538,-0.0,0.94,-0.06981,276.7464,2.2513,walk_east_up.0,549.739,0.94,-0.06981,0.94,-0.06981,Sidewalk
22.0,21.7244,3.3538,-0.0,0.94,-0.0,276.2764,2.2385,walk_east_up.0,548.8729,0.94,-0.0,0.94,-0.0,Sidewalk
22.5,22.1741,3.3381,-0.03491,0.9,-0.06981,275.8267,2.2119,walk_east_up.0,548.1105,0.9,-0.06981,0.9,-0.06981,Sidewalk
23.0,22.6438,3.3217,-0.03491,0.94,-0.0,275.357,2.1853,walk_east_up.0,546.9517,0.94,-0.0,0.94,-0.0,Sidewalk
23.5,23.1138,3.3217,-0.0,0.94,0.06981,274.887,2.1551,walk_east_up.0,546.267,0.94,0.06981,0.94,0.06981,Sidewalk
24.0,23.5838,3.3217,-0.0,0.94,-0.0,274.417,2.1468,walk_east_up.0,545.1125,0.94,-0.0,0.94,-0.0,Sidewalk
24.5,24.0535,3.3381,0.03491,0.94,0.06981,273.9473,2.098,walk_east_up.0,544.503,0.94,0.06981,0.94,0.06981,Sidewalk
25.0,24.5232,3.3545,0.03491,0.94,-0.0,273.4775,2.0292,walk_east_up.0,543.322,0.94,-0.0,0.94,-0.0,Sidewalk
25.5,24.9932,3.3545,-0.0,0.94,-0.06981,273.0075,1.9845,walk_east_up.0,542.3067,0.94,-0.06981,0.94,-0.06981,Sidewalk
26.0,25.4632,3.3545,-0.0,0.94,-0.0,272.5375,1.9478,walk_east_up.0,541.3982,0.94,-0.0,0.94,-0.0,Sidewalk
26.5,25.913,3.3388,-0.03491,0.9,-0.06981,272.0878,1.9305,walk_east_up.0,540.6733,0.9,-0.06981,0.9,-0.06981,Sidewalk
27.0,26.3827,3.3224,-0.03491,0.94,-0.0,271.6182,1.8809,walk_east_up.0,539.4933,0.94,-0.0,0.94,-0.0,Sidewalk
27.5,26.8527,3.3224,-0.0,0.94,0.06981,271.1482,1.859,walk_east_up.0,538.7188,0.94,0.06981,0.94,0.06981,Sidewalk
28.0,27.3227,3.3224,-0.0,0.94,-0.0,270.6782,1.8007,walk_east_up.0,537.6336,0.94,-0.0,0.94,-0.0,Sidewalk
28.5,27.7924,3.3388,0.03491,0.94,0.06981,270.2084,1.7442,walk_east_up.0,536.8992,0.94,0.06981,0.94,0.06981,Sidewalk
29.0,28.2621,3.3552,0.03491,0.94,-0.0,269.7387,1.7065,walk_east_up.0,535.8258,0.94,-0.0,0.94,-0.0,Sidewalk
29.5,28.7321,3.3552,-0.0,0.94,-0.06981,269.2687,1.6947,walk_east_up.0,534.8705,0.94,-0.06981,0.94,-0.06981,Sidewalk
30.0,29.2021,3.3552,-0.0,0.94,-0.0,268.7987,1.6654,walk_east_up.0,533.9197,0.94,-0.0,0.94,-0.0,Sidewalk
30.5,29.6718,3.3716,0.03491,0.94,0.06981,268.3289,1.6251,walk_east_up.0,533.1395,0.94,0.06981,0.94,0.06981,Sidewalk
31.0,30.1415,3.388,0.03491,0.94,-0.0,267.8592,1.5998,walk_east_up.0,532.1075,0.94,-0.0,0.94,-0.0,Sidewalk
31.5,30.6115,3.388,-0.0,0.94,-0.06981,267.3892,1.5534,walk_east_up.0,531.1393,0.94,-0.06981,0.94,-0.06981,Sidewalk
32.0,31.0815,3.388,-0.0,0.94,-0.0,266.9192,1.5484,walk_east_up.0,530.1889,0.94,-0.0,0.94,-0.0,Sidewalk
32.5,31.5512,3.3716,-0.03491,0.94,-0.06981,266.4495,1.5528,walk_east_up.0,529.2486,0.94,-0.06981,0.94,-0.06981,Sidewalk
33.0,32.021,3.3552,-0.03491,0.94,-0.0,265.9798,1.5527,walk_east_up.0,528.2537,0.94,-0.0,0.94,-0.0,Sidewalk
33.5,32.491,3.3552,-0.0,0.94,0.06981,265.5098,1.5106,walk_east_up.0,527.4061,0.94,0.06981,0.94,0.06981,Sidewalk
34.0,32.961,3.3552,-0.0,0.94,-0.0,265.0398,1.51,walk_east_up.0,526.3843,0.94,-0.0,0.94,-0.0,Sidewalk
34.5,33.4307,3.3716,0.03491,0.94,0.06981,264.5701,1.4944,walk_east_up.0,525.5964,0.94,0.06981,0.94,0.06981,Sidewalk
35.0,33.9004,3.388,0.03491,0.94,-0.0,264.1003,1.4664,walk_east_up.0,524.56,0.94,-0.0,0.94,-0.0,Sidewalk
35.5,34.3704,3.388,-0.0,0.94,-0.06981,263.6303,1.4449,walk_east_up.0,523.647,0.94,-0.06981,0.94,-0.06981,Sidewalk
36.0,34.8404,3.388,-0.0,0.94,-0.0,263.1603,1.4321,walk_east_up.0,522.6669,0.94,-0.0,0.94,-0.0,Sidewalk
36.5,35.3101,3.3716,-0.03491,0.94,-0.06981,262.6907,1.4388,walk_east_up.0,521.771,0.94,-0.06981,0.94,-0.06981,Sidewalk
37.0,35.7798,3.3552,-0.03491,0.94,-0.0,262.221,1.4415,walk_east_up.0,520.7562,0.94,-0.0,0.94,-0.0,Sidewalk
37.5,36.2498,3.3552,-0.0,0.94,0.06981,261.751,1.4111,walk_east_up.0,519.8734,0.94,0.06981,0.94,0.06981,Sidewalk
38.0,36.7198,3.3552,-0.0,0.94,-0.0,261.281,1.4079,walk_east_up.0,518.8858,0.94,-0.0,0.94,-0.0,Sidewalk
38.5,37.1895,3.3716,0.03491,0.94,0.06981,260.8112,1.3784,walk_east_up.0,518.0427,0.94,0.06981,0.94,0.06981,Sidewalk
39.0,37.6592,3.388,0.03491,0.94,-0.0,260.3415,1.3565,walk_east_up.0,517.0504,0.94,-0.0,0.94,-0.0,Sidewalk
39.5,38.1292,3.388,-0.0,0.94,-0.06981,259.8715,1.3403,walk_east_up.0,516.1336,0.94,-0.06981,0.94,-0.06981,Sidewalk
40.0,38.5992,3.388,-0.0,0.94,-0.0,259.4015,1.3267,walk_east_up.0,515.1419,0.94,-0.0,0.94,-0.0,Sidewalk
40.5,39.069,3.3716,-0.03491,0.94,-0.06981,258.9318,1.3309,walk_east_up.0,514.2742,0.94,-0.06981,0.94,-0.06981,Sidewalk
41.0,39.5387,3.3552,-0.03491,0.94,-0.0,258.4621,1.3378,walk_east_up.0,513.2498,0.94,-0.0,0.94,-0.0,Sidewalk
41.5,40.0087,3.3552,-0.0,0.94,0.06981,257.9921,1.3312,walk_east_up.0,512.3369,0.94,0.06981,0.94,0.06981,Sidewalk
42.0,40.4787,3.3552,-0.0,0.94,-0.0,257.5221,1.3301,walk_east_up.0,511.3678,0.94,-0.0,0.94,-0.0,Sidewalk
42.5,40.9484,3.3716,0.03491,0.94,0.06981,257.0524,1.3157,walk_east_up.0,510.487,0.94,0.06981,0.94,0.06981,Sidewalk
43.0,41.4181,3.388,0.03491,0.94,-0.0,256.5826,1.3002,walk_east_up.0,509.5128,0.94,-0.0,0.94,-0.0,Sidewalk
43.5,41.8881,3.388,-0.0,0.94,-0.06981,256.1126,1.3075,walk_east_up.0,508.6294,0.94,-0.06981,0.94,-0.06981,Sidewalk
44.0,42.3581,3.388,-0.0,0.94,-0.0,255.6426,1.3136,walk_east_up.0,507.6214,0.94,-0.0,0.94,-0.0,Sidewalk
44.5,42.8278,3.4044,0.03491,0.94,0.06981,255.1729,1.2981,walk_east_up.0,506.7437,0.94,0.06981,0.94,0.06981,Sidewalk
45.0,43.2975,3.4208,0.03491,0.94,-0.0,254.7031,1.2958,walk_east_up.0,505.7544,0.94,-0.0,0.94,-0.0,Sidewalk
45.5,43.7675,3.4208,-0.0,0.94,-0.06981,254.2331,1.2953,walk_east_up.0,504.8785,0.94,-0.06981,0.94,-0.06981,Sidewalk
