map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,12,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,12,4.0,0.098,0.344,0.344,0.95,3.35,3.32,7.62,1,0.29,0.639,0.639,1.0,all,astar,3,False,collision,48.0,47.5,0.99,0.365,4,{'path_found': 95},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,15,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,939,21,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,21,377,4.0,0.486,0.595,0.906,127.86,117.61,529.65,775.12,21,3.55,0.63,0.643,115.5,all,astar,4,False,collision,224.5,224.0,0.998,0.398,221,{'path_found': 448},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,49,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,18,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,9,4.0,0.288,0.371,0.371,0.16,1.68,3.83,5.67,2,0.08,0.642,0.642,0.5,all,astar,5,False,collision,47.5,47.0,0.989,0.204,3,{'path_found': 94},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,16,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,28,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,15,4.0,0.105,0.316,0.316,3.2,3.77,3.44,10.41,2,0.26,0.632,0.641,1.0,all,astar,6,False,collision,49.0,48.5,0.99,0.416,1,{'path_found': 97},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,20,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,37,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,23,4.0,0.173,0.362,0.369,2.33,5.49,7.74,15.56,2,0.27,0.617,0.619,2.0,all,astar,7,False,collision,58.0,57.5,0.991,0.139,3,{'path_found': 115},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,11,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,92,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,28,4.0,0.06,0.099,0.142,10.02,3.1,3.39,16.51,7,0.01,0.592,0.641,0.5,all,astar,8,False,collision,57.5,57.0,0.991,0.35,6,{'path_found': 114},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,26,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/astar__g-dijkstra.json,0,0,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,0,0,4.0,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,all,astar,9,False,collision,61.0,33.9,0.556,0.417,4,"{'no_path': 76, 'path_found': 45}",0.3719,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,31,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1245,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,387,4.0,0.506,0.71,0.98,81.47,32.93,688.59,802.99,23,1.08,0.64,0.707,43.0,all,cadrl,1,False,collision,233.0,225.23,0.967,0.395,50,{'cadrl': 465},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,53,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1746,20,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,20,360,4.0,0.509,0.69,0.92,145.66,12.48,569.38,727.52,20,0.98,0.638,0.674,15.5,all,cadrl,10,False,collision,232.5,231.69,0.997,0.419,13,{'cadrl': 464},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,68,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1546,27,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,27,382,4.0,0.462,0.696,0.909,288.13,19.17,296.69,603.99,27,1.7,0.649,0.753,41.0,all,cadrl,2,True,goal,237.5,237.33,0.999,0.504,18,{'cadrl': 475},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,69,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,564,18,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,18,275,4.0,0.462,0.658,0.819,76.07,8.31,319.38,403.75,18,0.16,0.962,6.205,7.0,all,cadrl,3,True,goal,238.5,238.36,0.999,0.492,8,{'cadrl': 477},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,47,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,913,24,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,24,407,4.0,0.482,0.67,0.964,37.02,10.81,555.64,603.47,24,0.11,0.63,0.66,10.0,all,cadrl,4,True,goal,239.0,238.85,0.999,0.494,14,{'cadrl': 478},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,55,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,681,25,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,25,296,4.0,0.544,0.654,0.895,52.74,11.94,528.85,593.53,24,0.32,0.856,5.729,10.5,all,cadrl,5,True,goal,237.5,236.85,0.997,0.447,18,{'cadrl': 475},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,56,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,723,12,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,12,293,4.0,0.491,0.662,0.984,48.97,33.55,351.75,434.26,12,1.51,0.645,0.699,39.0,all,cadrl,6,False,collision,195.5,189.62,0.97,0.416,32,{'cadrl': 390},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,55,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1886,19,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,19,381,4.0,0.535,0.656,0.868,409.72,12.41,631.15,1053.27,19,0.24,0.637,0.721,14.0,all,cadrl,7,True,goal,236.5,236.1,0.998,0.613,12,{'cadrl': 473},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,55,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1676,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,388,4.0,0.534,0.674,0.98,62.19,5.74,757.47,825.4,23,0.13,0.628,0.649,15.5,all,cadrl,8,True,goal,237.5,236.47,0.996,0.458,19,{'cadrl': 475},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,57,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-dijkstra.json,1096,26,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,26,330,4.0,0.518,0.709,0.848,186.33,16.02,609.98,812.33,26,0.76,0.639,0.687,30.5,all,cadrl,9,False,collision,224.5,222.41,0.991,0.398,29,{'cadrl': 448},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,66,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1063,27,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,27,364,4.0,0.744,0.992,1.0,64.23,57.27,1312.0,1433.51,27,0.99,0.638,0.724,15.5,all,cadrl_upstream,1,False,collision,233.0,152.01,0.652,0.409,11,"{'cadrl_upstream': 438, 'goal_direct': 27}",0.9419,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,53,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1256,25,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,25,340,4.0,0.652,0.983,0.999,102.0,25.45,1014.25,1141.7,25,0.4,0.641,0.72,21.0,all,cadrl_upstream,10,False,collision,228.5,166.59,0.729,0.375,24,"{'cadrl_upstream': 397, 'goal_direct': 59}",0.8706,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,66,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1308,27,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,27,432,4.0,0.67,0.982,0.999,167.23,12.83,1296.34,1476.4,27,0.38,0.637,0.741,12.0,all,cadrl_upstream,2,False,collision,258.0,202.84,0.786,0.398,15,"{'cadrl_upstream': 372, 'goal_direct': 143}",0.7223,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,75,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,11,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,11,4.0,0.886,1.0,1.0,0.18,0.18,43.92,44.27,1,0.05,0.64,0.64,0.0,all,cadrl_upstream,3,False,collision,52.5,40.43,0.77,0.408,2,"{'cadrl_upstream': 47, 'goal_direct': 57}",0.4519,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,18,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1530,37,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,37,440,4.0,0.724,0.984,0.995,238.36,45.91,1470.81,1755.08,37,0.75,0.641,0.716,32.0,all,cadrl_upstream,4,True,goal,330.5,260.64,0.789,0.424,30,"{'cadrl_upstream': 442, 'goal_direct': 219}",0.6687,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,69,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,4441,103,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,103,888,4.0,0.781,0.983,0.999,1297.97,104.91,3222.34,4625.22,103,1.62,1.53,24.559,88.5,all,cadrl_upstream,5,True,goal,531.5,273.09,0.514,0.428,56,"{'cadrl_upstream': 1040, 'goal_direct': 23}",0.9784,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,141,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,1333,38,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,38,505,4.0,0.623,0.982,0.999,210.72,60.04,1283.78,1554.55,38,0.9,0.65,0.715,75.0,all,cadrl_upstream,6,False,collision,302.0,256.67,0.85,0.408,25,"{'cadrl_upstream': 519, 'goal_direct': 84}",0.8607,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,89,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,3240,55,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,55,724,4.0,0.766,0.991,0.999,408.29,65.89,2503.07,2977.25,55,0.9,0.767,6.943,67.0,all,cadrl_upstream,7,True,goal,408.0,264.52,0.648,0.571,12,"{'cadrl_upstream': 717, 'goal_direct': 99}",0.8787,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,96,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,4802,95,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,95,1122,4.0,0.801,0.978,0.996,869.67,136.47,4173.08,5179.22,95,1.18,0.643,0.75,132.0,all,cadrl_upstream,8,True,goal,621.0,283.56,0.457,0.428,73,"{'cadrl_upstream': 1238, 'goal_direct': 4}",0.9968,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,136,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-dijkstra.json,4788,86,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,86,872,4.0,0.686,0.988,0.999,913.56,88.11,2512.08,3513.75,86,1.45,2.625,53.747,83.5,all,cadrl_upstream,9,True,goal,521.0,285.56,0.548,0.42,91,"{'cadrl_upstream': 1019, 'goal_direct': 23}",0.9779,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,131,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,635390,581,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,581,5924,4.0,0.906,0.994,1.0,1818387.69,1378.39,25987.92,1845753.99,581,38.86,1.287,16.34,906.5,all,crowdnav_attngraph,1,False,max_time,3000.0,785.85,0.262,0.607,411,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,641,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,7078,99,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,99,1076,4.0,0.854,0.991,1.0,5897.11,91.17,4128.72,10117.0,99,9.82,1.064,7.523,270.0,all,crowdnav_attngraph,10,True,goal,603.5,260.87,0.432,0.424,253,{'crowdnav_attngraph': 1207},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,175,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,3450,64,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,64,696,4.0,0.56,0.993,1.0,806.49,51.07,1668.82,2526.38,64,1.35,0.663,0.798,42.0,all,crowdnav_attngraph,2,True,goal,394.5,265.1,0.672,0.653,27,{'crowdnav_attngraph': 789},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,109,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,635,19,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,19,316,4.0,0.507,0.86,0.989,78.26,8.85,368.08,455.2,19,0.13,0.646,0.697,4.5,all,crowdnav_attngraph,3,True,goal,240.5,237.23,0.986,0.947,0,{'crowdnav_attngraph': 481},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,47,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,907,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,408,4.0,0.611,0.858,1.0,31.07,10.72,1099.21,1141.0,23,0.13,0.632,0.66,6.5,all,crowdnav_attngraph,4,True,goal,239.5,235.22,0.982,0.968,0,{'crowdnav_attngraph': 479},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,55,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,4906,135,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,135,1101,4.0,0.862,0.996,1.0,907.77,85.64,4277.9,5271.31,135,0.33,1.36,15.893,44.5,all,crowdnav_attngraph,5,True,goal,646.0,272.03,0.421,0.432,26,{'crowdnav_attngraph': 1292},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,170,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,19214,377,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,377,3708,4.0,0.898,0.996,1.0,4127.48,272.71,15682.53,20082.72,376,0.42,1.346,14.435,159.5,all,crowdnav_attngraph,6,True,goal,1928.0,462.2,0.24,0.765,69,{'crowdnav_attngraph': 3856},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,417,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,501411,548,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,548,5908,4.0,0.959,0.999,1.0,1205951.65,7662.79,26293.46,1239907.9,548,113.27,1.632,24.5,17872.0,all,crowdnav_attngraph,7,False,max_time,3000.0,662.85,0.221,0.423,3857,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,639,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,31382,579,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,579,5802,4.0,0.928,0.997,1.0,6222.36,468.22,25597.17,32287.75,578,0.71,1.501,25.517,324.0,all,crowdnav_attngraph,8,False,max_time,3000.0,463.01,0.154,0.611,268,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,612,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-dijkstra.json,34895,588,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,588,5822,4.0,0.907,0.998,1.0,7685.68,516.99,25881.88,34084.54,587,0.9,1.632,19.271,368.0,all,crowdnav_attngraph,9,False,max_time,3000.0,334.34,0.111,0.576,424,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,618,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,1641,28,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,28,465,4.0,0.528,0.988,0.999,208.54,70.2,969.01,1247.76,28,4.17,1.251,8.32,56.5,all,crowdnav_dsrnn,1,True,goal,271.0,242.44,0.895,0.522,12,{'crowdnav_dsrnn': 542},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,58,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,319,11,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,11,109,4.0,0.593,0.987,0.997,16.28,6.5,266.12,288.91,11,0.23,0.632,0.645,4.0,all,crowdnav_dsrnn,10,False,collision,106.5,99.03,0.93,0.412,5,{'crowdnav_dsrnn': 212},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,34,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,169,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,94,4.0,0.335,0.769,0.852,2.61,3.3,92.55,98.46,7,0.11,0.627,0.635,1.5,all,crowdnav_dsrnn,2,False,collision,94.5,94.0,0.995,0.36,3,{'crowdnav_dsrnn': 188},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,33,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,11,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,11,4.0,0.139,0.263,0.263,0.08,3.24,3.39,6.7,1,0.09,0.639,0.639,1.0,all,crowdnav_dsrnn,3,False,collision,48.0,47.5,0.99,0.099,1,{'crowdnav_dsrnn': 95},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,15,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,912,24,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,24,407,4.0,0.258,0.739,0.998,33.95,11.92,242.67,288.54,24,0.19,0.606,0.659,10.0,all,crowdnav_dsrnn,4,True,goal,239.0,237.5,0.994,0.829,2,{'crowdnav_dsrnn': 478},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,55,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,675,28,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,28,290,4.0,0.343,0.881,0.989,75.9,21.69,379.82,477.4,28,0.37,0.865,2.904,12.5,all,crowdnav_dsrnn,5,True,goal,245.0,242.48,0.99,0.56,5,{'crowdnav_dsrnn': 490},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,57,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,1460,28,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,28,393,4.0,0.464,0.89,0.988,230.92,76.67,802.0,1109.58,28,1.49,1.002,5.802,27.0,all,crowdnav_dsrnn,6,True,goal,245.0,238.22,0.972,0.446,8,{'crowdnav_dsrnn': 490},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,65,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,120,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,58,4.0,0.419,0.934,0.972,6.13,6.83,62.35,75.31,7,0.29,0.616,0.661,3.5,all,crowdnav_dsrnn,7,False,collision,75.5,74.63,0.988,0.393,2,{'crowdnav_dsrnn': 150},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,15,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,1708,22,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,22,394,4.0,0.412,0.816,0.968,60.16,7.54,590.16,657.86,22,0.08,0.631,0.651,4.0,all,crowdnav_dsrnn,8,True,goal,240.5,237.42,0.987,0.456,5,{'crowdnav_dsrnn': 481},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,58,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-dijkstra.json,3092,51,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,51,512,4.0,0.675,0.983,1.0,752.1,55.2,1635.95,2443.24,50,1.74,0.773,6.579,21.5,all,crowdnav_dsrnn,9,True,goal,330.0,243.91,0.739,0.438,13,{'crowdnav_dsrnn': 660},1.0,False,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,92,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-dijkstra.json,221,9,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,9,92,4.0,0.478,0.65,0.667,5.12,5.8,132.84,143.77,9,0.22,0.638,0.663,5.0,all,dijkstra,1,False,collision,85.5,84.65,0.99,0.382,5,"{'no_path': 1, 'path_found': 169}",0.9941,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,24,
map1_straight,default,dijkstra,t08,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-dijkstra.json,34,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,12,4.0,0.327,0.409,0.409,3.22,3.99,7.04,14.25,3,0.09,0.632,0.642,1.0,all,dijkstra,10,False,collision,50.0,49.5,0.99,0.277,3,{'path_found': 99},1.0,True,0.0,,0,False,3,"[[86.28, -4.2], [0.0, -4.2], [0.0, 4.2], [142.55, 4.2]]",1.0,23,
