time,x,y,yaw,v,w,goal_distance,min_person_dist,closest_person,planner_status,planner_cost,action_linear_x,action_angular_z,observation_state_linear_x,observation_state_angular_z,observation_state_road_type
0.5,2.15,4.0,0.0,0.3,0.0,295.85,2.85,walk_east_mid.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
1.0,2.4455,4.0518,0.17367,0.6,0.34734,295.5545,3.0158,walk_east_mid.0,path_found,297.0,0.6,0.34734,0.6,0.34734,Sidewalk
1.5,2.8887,4.1296,0.17367,0.9,0.0,295.1113,2.9646,walk_east_dn.0,path_found,297.0,0.9,0.0,0.9,0.0,Sidewalk
2.0,3.1887,4.1295,-0.00044,0.6,-0.34822,294.8113,3.0246,walk_east_dn.0,no_path,,0.6,-0.34822,0.6,-0.34822,Sidewalk
2.5,3.3387,4.1294,-0.00044,0.3,0.0,294.6613,3.2407,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
3.0,3.4887,4.1293,-0.00044,0.3,0.0,294.5113,3.4222,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
3.5,3.6387,4.1293,-0.00044,0.3,0.0,294.3613,3.6137,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
4.0,3.7887,4.1292,-0.00044,0.3,0.0,294.2113,3.8614,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
4.5,3.9387,4.1291,-0.00044,0.3,0.0,294.0613,4.0478,walk_east_dn.0,no_path,,0.3,0.0,0.3,0.0,Sidewalk
5.0,4.2382,4.1467,0.05857,0.6,0.11801,293.7618,4.1209,walk_east_dn.0,path_found,295.0,0.6,0.11801,0.6,0.11801,Sidewalk
5.5,4.6879,4.1635,0.03739,0.9,-0.04236,293.3122,4.0432,walk_east_dn.0,path_found,295.0,0.9,-0.04236,0.9,-0.04236,Sidewalk
6.0,5.2875,4.1859,0.03739,1.2,0.0,292.7126,3.8421,walk_east_dn.0,path_found,294.0,1.2,0.0,1.2,0.0,Sidewalk
6.5,5.8873,4.2001,0.02361,1.2,-0.02755,292.1128,3.6575,walk_east_dn.0,path_found,294.0,1.2,-0.02755,1.2,-0.02755,Sidewalk
7.0,6.4871,4.2143,0.02361,1.2,0.0,291.5129,3.4471,walk_east_dn.0,path_found,293.0,1.2,0.0,1.2,0.0,Sidewalk
7.5,7.0871,4.2228,0.01422,1.2,-0.01879,290.913,3.2254,walk_east_dn.0,path_found,293.0,1.2,-0.01879,1.2,-0.01879,Sidewalk
8.0,7.687,4.2284,0.00934,1.2,-0.00976,290.313,3.0026,walk_east_dn.0,path_found,292.0,1.2,-0.00976,1.2,-0.00976,Sidewalk
8.5,8.287,4.234,0.00934,1.2,0.0,289.7131,2.7952,walk_east_dn.0,path_found,292.0,1.2,0.0,1.2,0.0,Sidewalk
9.0,8.887,4.2375,0.00589,1.2,-0.00688,289.1131,2.602,walk_east_dn.0,path_found,291.0,1.2,-0.00688,1.2,-0.00688,Sidewalk
9.5,9.487,4.2411,0.00589,1.2,0.0,288.5131,2.3865,walk_east_dn.0,path_found,291.0,1.2,0.0,1.2,0.0,Sidewalk
10.0,10.087,4.2432,0.00355,1.2,-0.00469,287.9131,2.1623,walk_east_dn.0,path_found,290.0,1.2,-0.00469,1.2,-0.00469,Sidewalk
10.5,10.687,4.2446,0.00233,1.2,-0.00244,287.3131,1.9324,walk_east_dn.0,path_found,290.0,1.2,-0.00244,1.2,-0.00244,Sidewalk
11.0,11.287,4.246,0.00233,1.2,0.0,286.7131,1.7614,walk_east_dn.0,path_found,288.0,1.2,0.0,1.2,0.0,Sidewalk
11.5,11.887,4.2469,0.00147,1.2,-0.00172,286.1131,1.5832,walk_east_dn.0,path_found,288.0,1.2,-0.00172,1.2,-0.00172,Sidewalk
12.0,12.4711,4.1095,-0.23096,1.2,-0.46487,285.529,1.3596,walk_east_dn.0,path_found,287.0,1.2,-0.46487,1.2,-0.46487,Sidewalk
