success,termination_reason,steps,total_time_s,path_length_m,straight_line_distance_m,extra_distance_ratio,normalized_time_ratio,final_goal_distance_m,min_person_distance_m,collision_steps,hazard_steps_lt_social_distance,hazard_time_ratio,hazard_ratio_given_social_presence,sidewalk_violation_steps,sidewalk_violation_ratio,mean_speed_mps,mean_abs_yaw_rate_radps,mean_abs_accel_mps2,mean_abs_jerk_mps3,algorithm,seed
False,collision,263,131.0,153.3,295.85,0.5182,0.5314,142.557,0.114,1,17,0.0646,0.0672,0,0.0,1.167,0.002,0.016,0.028,astar,85
False,collision,40,19.5,18.0,295.85,0.0608,0.0791,277.867,0.326,1,4,0.1,0.1,0,0.0,0.907,0.031,0.046,0.063,astar,86
False,collision,28,13.5,14.4,295.85,0.0487,0.0548,281.489,0.277,1,4,0.1429,0.1429,0,0.0,1.039,0.09,0.2,0.231,astar,87
False,collision,215,107.0,124.5,295.85,0.4208,0.434,171.529,0.348,1,10,0.0465,0.0476,0,0.0,1.16,0.034,0.02,0.028,astar,88
False,collision,317,158.0,187.5,295.85,0.6338,0.6409,108.477,0.245,1,24,0.0757,0.0757,0,0.0,1.184,0.033,0.013,0.019,astar,89
False,collision,242,120.5,141.6,295.85,0.4786,0.4888,154.313,0.279,1,17,0.0702,0.0702,0,0.0,1.171,0.018,0.017,0.025,astar,90
False,collision,120,59.5,67.8,295.85,0.2292,0.2413,228.122,0.394,1,17,0.1417,0.1417,0,0.0,1.132,0.023,0.015,0.02,astar,91
False,collision,97,48.0,53.55,295.85,0.181,0.1947,242.325,0.359,1,7,0.0722,0.0722,0,0.0,1.107,0.011,0.031,0.076,astar,92
False,collision,492,245.5,284.1,295.85,0.9603,0.9958,12.29,0.399,1,48,0.0976,0.0976,0,0.0,1.155,0.045,0.021,0.032,astar,93
False,collision,318,158.5,186.75,295.85,0.6312,0.6429,109.344,0.362,1,20,0.0629,0.0629,0,0.0,1.175,0.025,0.013,0.019,astar,94
False,collision,188,93.5,108.3,295.85,0.3661,0.3792,187.615,0.357,1,16,0.0851,0.0851,0,0.0,1.154,0.025,0.022,0.032,astar,95
False,collision,284,141.5,168.75,295.85,0.5704,0.5739,127.237,0.354,1,16,0.0563,0.0563,0,0.0,1.189,0.017,0.015,0.038,astar,96
False,collision,284,141.5,162.6,295.85,0.5496,0.5739,133.342,0.278,1,10,0.0352,0.0357,0,0.0,1.146,0.008,0.011,0.026,astar,97
False,collision,219,109.0,128.7,295.85,0.435,0.4421,167.253,0.4,1,6,0.0274,0.0314,0,0.0,1.177,0.017,0.019,0.028,astar,98
False,collision,285,142.0,122.4,295.85,0.4137,0.576,173.692,0.332,1,63,0.2211,0.2211,0,0.0,0.86,0.023,0.123,0.22,astar,99
False,collision,398,198.5,233.55,295.85,0.7894,0.8051,62.463,0.314,1,29,0.0729,0.0749,0,0.0,1.174,0.014,0.011,0.027,astar,100
